terytSzkoly;gminaSzkoly;terytZamieszkania;gminaZamieszkania;typSzkoly;liczbaOsob
1465011;M. st. Warszawa;1432022;Izabelin;podstawowe;139
1465011;M. st. Warszawa;1432042;Leszno;podstawowe;41
1465011;M. st. Warszawa;1432053;Łomianki;podstawowe;449
1465011;M. st. Warszawa;1432063;Ożarów Mazowiecki;podstawowe;86
1465011;M. st. Warszawa;1432072;Stare Babice;podstawowe;234
1465011;M. st. Warszawa;1434011;Kobyłka;podstawowe;30
1465011;M. st. Warszawa;1434021;Marki;podstawowe;219
1465011;M. st. Warszawa;1434031;Ząbki;podstawowe;140
1465011;M. st. Warszawa;1434041;Zielonka;podstawowe;33
1465011;M. st. Warszawa;1434093;Radzymin;podstawowe;39
1465011;M. st. Warszawa;1434123;Wołomin;podstawowe;32
1465011;M. st. Warszawa;1405043;Grodzisk Mazowiecki;gimnazjalne;13
1465011;M. st. Warszawa;1408011;Legionowo;gimnazjalne;24
1465011;M. st. Warszawa;1408022;Jabłonna;gimnazjalne;49
1465011;M. st. Warszawa;1408032;Nieporęt;gimnazjalne;39
1465011;M. st. Warszawa;1412073;Halinów;gimnazjalne;28
1465011;M. st. Warszawa;1412151;Sulejówek;gimnazjalne;45
1465011;M. st. Warszawa;1414022;Czosnów;gimnazjalne;25
1465011;M. st. Warszawa;1417011;Józefów;gimnazjalne;27
1465011;M. st. Warszawa;1417021;Otwock;gimnazjalne;20
1465011;M. st. Warszawa;1417082;Wiązowna;gimnazjalne;39
1465011;M. st. Warszawa;1418013;Góra Kalwaria;gimnazjalne;12
1465011;M. st. Warszawa;1418023;Konstancin-Jeziorna;gimnazjalne;52
1465011;M. st. Warszawa;1418032;Lesznowola;gimnazjalne;54
1465011;M. st. Warszawa;1418043;Piaseczno;gimnazjalne;143
1465011;M. st. Warszawa;1421011;Piastów;gimnazjalne;38
1465011;M. st. Warszawa;1421021;Pruszków;gimnazjalne;29
1465011;M. st. Warszawa;1421033;Brwinów;gimnazjalne;17
1465011;M. st. Warszawa;1421042;Michałowice;gimnazjalne;38
1465011;M. st. Warszawa;1421052;Nadarzyn;gimnazjalne;26
1465011;M. st. Warszawa;1421062;Raszyn;gimnazjalne;69
1465011;M. st. Warszawa;1432022;Izabelin;gimnazjalne;71
1465011;M. st. Warszawa;1432042;Leszno;gimnazjalne;16
1465011;M. st. Warszawa;1432053;Łomianki;gimnazjalne;140
1465011;M. st. Warszawa;1432063;Ożarów Mazowiecki;gimnazjalne;24
1465011;M. st. Warszawa;1432072;Stare Babice;gimnazjalne;82
1465011;M. st. Warszawa;1434011;Kobyłka;gimnazjalne;13
1465011;M. st. Warszawa;1434021;Marki;gimnazjalne;128
1465011;M. st. Warszawa;1434031;Ząbki;gimnazjalne;38
1465011;M. st. Warszawa;1434041;Zielonka;gimnazjalne;18
1465011;M. st. Warszawa;1434093;Radzymin;gimnazjalne;25
1465011;M. st. Warszawa;611011;Łuków;ponadgimnazjalne;10
1465011;M. st. Warszawa;611021;Stoczek Łukowski;ponadgimnazjalne;12
1465011;M. st. Warszawa;661011;M. Biała Podlaska;ponadgimnazjalne;10
1465011;M. st. Warszawa;663011;M. Lublin;ponadgimnazjalne;12
1465011;M. st. Warszawa;1013023;Biała Rawska;ponadgimnazjalne;15
1465011;M. st. Warszawa;1061011;M. Łódź;ponadgimnazjalne;10
1465011;M. st. Warszawa;1063011;M. Skierniewice;ponadgimnazjalne;11
1465011;M. st. Warszawa;1402011;Ciechanów;ponadgimnazjalne;21
1465011;M. st. Warszawa;1403072;Maciejowice;ponadgimnazjalne;14
1465011;M. st. Warszawa;1403103;Pilawa;ponadgimnazjalne;11
1465011;M. st. Warszawa;1403132;Wilga;ponadgimnazjalne;10
1465011;M. st. Warszawa;1405011;Milanówek;ponadgimnazjalne;99
1465011;M. st. Warszawa;1405021;Podkowa Leśna;ponadgimnazjalne;46
1465011;M. st. Warszawa;1405032;Baranów;ponadgimnazjalne;28
1465011;M. st. Warszawa;1405043;Grodzisk Mazowiecki;ponadgimnazjalne;206
1465011;M. st. Warszawa;1405052;Jaktorów;ponadgimnazjalne;92
1465011;M. st. Warszawa;1405062;Żabia Wola;ponadgimnazjalne;76
1465011;M. st. Warszawa;1406012;Belsk Duży;ponadgimnazjalne;17
1465011;M. st. Warszawa;1406022;Błędów;ponadgimnazjalne;28
1465011;M. st. Warszawa;1406032;Chynów;ponadgimnazjalne;55
1465011;M. st. Warszawa;1406053;Grójec;ponadgimnazjalne;63
1465011;M. st. Warszawa;1406073;Mogielnica;ponadgimnazjalne;19
1465011;M. st. Warszawa;1406092;Pniewy;ponadgimnazjalne;13
1465011;M. st. Warszawa;1406113;Warka;ponadgimnazjalne;43
1465011;M. st. Warszawa;1407042;Grabów nad Pilicą;ponadgimnazjalne;14
1465011;M. st. Warszawa;1407062;Magnuszew;ponadgimnazjalne;30
1465011;M. st. Warszawa;1408011;Legionowo;ponadgimnazjalne;647
1465011;M. st. Warszawa;1408022;Jabłonna;ponadgimnazjalne;383
1465011;M. st. Warszawa;1408032;Nieporęt;ponadgimnazjalne;361
1465011;M. st. Warszawa;1408043;Serock;ponadgimnazjalne;120
1465011;M. st. Warszawa;1408052;Wieliszew;ponadgimnazjalne;190
1465011;M. st. Warszawa;1409033;Lipsko;ponadgimnazjalne;10
1465011;M. st. Warszawa;1412011;Mińsk Mazowiecki;ponadgimnazjalne;42
1465011;M. st. Warszawa;1412042;Cegłów;ponadgimnazjalne;10
1465011;M. st. Warszawa;1412052;Dębe Wielkie;ponadgimnazjalne;78
1465011;M. st. Warszawa;1412073;Halinów;ponadgimnazjalne;400
1465011;M. st. Warszawa;1412112;Mińsk Mazowiecki;ponadgimnazjalne;11
1465011;M. st. Warszawa;1412142;Stanisławów;ponadgimnazjalne;46
1465011;M. st. Warszawa;1412151;Sulejówek;ponadgimnazjalne;431
1465011;M. st. Warszawa;1414011;Nowy Dwór Mazowiecki;ponadgimnazjalne;126
1465011;M. st. Warszawa;1414022;Czosnów;ponadgimnazjalne;236
1465011;M. st. Warszawa;1414032;Leoncin;ponadgimnazjalne;111
1465011;M. st. Warszawa;1414043;Nasielsk;ponadgimnazjalne;34
1465011;M. st. Warszawa;1414052;Pomiechówek;ponadgimnazjalne;46
1465011;M. st. Warszawa;1414063;Zakroczym;ponadgimnazjalne;16
1465011;M. st. Warszawa;1416011;Ostrów Mazowiecka;ponadgimnazjalne;14
1465011;M. st. Warszawa;1417011;Józefów;ponadgimnazjalne;311
1465011;M. st. Warszawa;1417021;Otwock;ponadgimnazjalne;214
1465011;M. st. Warszawa;1417032;Celestynów;ponadgimnazjalne;45
1465011;M. st. Warszawa;1417043;Karczew;ponadgimnazjalne;50
1465011;M. st. Warszawa;1417082;Wiązowna;ponadgimnazjalne;208
1465011;M. st. Warszawa;1418013;Góra Kalwaria;ponadgimnazjalne;127
1465011;M. st. Warszawa;1418023;Konstancin-Jeziorna;ponadgimnazjalne;332
1465011;M. st. Warszawa;1418032;Lesznowola;ponadgimnazjalne;440
1465011;M. st. Warszawa;1418043;Piaseczno;ponadgimnazjalne;911
1465011;M. st. Warszawa;1418052;Prażmów;ponadgimnazjalne;119
1465011;M. st. Warszawa;1418063;Tarczyn;ponadgimnazjalne;132
1465011;M. st. Warszawa;1420011;Płońsk;ponadgimnazjalne;10
1465011;M. st. Warszawa;1421011;Piastów;ponadgimnazjalne;287
1465011;M. st. Warszawa;1421021;Pruszków;ponadgimnazjalne;406
1465011;M. st. Warszawa;1421033;Brwinów;ponadgimnazjalne;230
1465011;M. st. Warszawa;1421042;Michałowice;ponadgimnazjalne;359
1465011;M. st. Warszawa;1421052;Nadarzyn;ponadgimnazjalne;266
1465011;M. st. Warszawa;1421062;Raszyn;ponadgimnazjalne;494
1465011;M. st. Warszawa;1424032;Pokrzywnica;ponadgimnazjalne;15
1465011;M. st. Warszawa;1424043;Pułtusk;ponadgimnazjalne;25
1465011;M. st. Warszawa;1428011;Sochaczew;ponadgimnazjalne;33
1465011;M. st. Warszawa;1428082;Teresin;ponadgimnazjalne;82
1465011;M. st. Warszawa;1432013;Błonie;ponadgimnazjalne;180
1465011;M. st. Warszawa;1432022;Izabelin;ponadgimnazjalne;291
1465011;M. st. Warszawa;1432032;Kampinos;ponadgimnazjalne;48
1465011;M. st. Warszawa;1432042;Leszno;ponadgimnazjalne;229
1465011;M. st. Warszawa;1432053;Łomianki;ponadgimnazjalne;735
1465011;M. st. Warszawa;1432063;Ożarów Mazowiecki;ponadgimnazjalne;445
1465011;M. st. Warszawa;1432072;Stare Babice;ponadgimnazjalne;491
1465011;M. st. Warszawa;1433053;Łochów;ponadgimnazjalne;15
1465011;M. st. Warszawa;1434011;Kobyłka;ponadgimnazjalne;441
1465011;M. st. Warszawa;1434021;Marki;ponadgimnazjalne;692
1465011;M. st. Warszawa;1434031;Ząbki;ponadgimnazjalne;870
1465011;M. st. Warszawa;1434041;Zielonka;ponadgimnazjalne;372
1465011;M. st. Warszawa;1434052;Dąbrówka;ponadgimnazjalne;103
1465011;M. st. Warszawa;1434062;Jadów;ponadgimnazjalne;54
1465011;M. st. Warszawa;1434072;Klembów;ponadgimnazjalne;124
1465011;M. st. Warszawa;1434082;Poświętne;ponadgimnazjalne;37
1465011;M. st. Warszawa;1434093;Radzymin;ponadgimnazjalne;348
1465011;M. st. Warszawa;1434113;Tłuszcz;ponadgimnazjalne;200
1465011;M. st. Warszawa;1434123;Wołomin;ponadgimnazjalne;531
1465011;M. st. Warszawa;1435053;Wyszków;ponadgimnazjalne;22
1465011;M. st. Warszawa;1435062;Zabrodzie;ponadgimnazjalne;11
1465011;M. st. Warszawa;1438011;Żyrardów;ponadgimnazjalne;87
1465011;M. st. Warszawa;1438023;Mszczonów;ponadgimnazjalne;20
1465011;M. st. Warszawa;1438032;Puszcza Mariańska;ponadgimnazjalne;13
1465011;M. st. Warszawa;1438052;Wiskitki;ponadgimnazjalne;11
1465011;M. st. Warszawa;1463011;M. Radom;ponadgimnazjalne;10
1465011;M. st. Warszawa;1464011;M. Siedlce;ponadgimnazjalne;11
1465011;M. st. Warszawa;2862011;M. Olsztyn;ponadgimnazjalne;11
1465011;M. st. Warszawa;601011;Międzyrzec Podlaski;dla_doroslych;11
1465011;M. st. Warszawa;611011;Łuków;dla_doroslych;23
1465011;M. st. Warszawa;663011;M. Lublin;dla_doroslych;13
1465011;M. st. Warszawa;1063011;M. Skierniewice;dla_doroslych;15
1465011;M. st. Warszawa;1402011;Ciechanów;dla_doroslych;12
1465011;M. st. Warszawa;1403011;Garwolin;dla_doroslych;11
1465011;M. st. Warszawa;1405011;Milanówek;dla_doroslych;18
1465011;M. st. Warszawa;1405043;Grodzisk Mazowiecki;dla_doroslych;28
1465011;M. st. Warszawa;1406053;Grójec;dla_doroslych;16
1465011;M. st. Warszawa;1406113;Warka;dla_doroslych;13
1465011;M. st. Warszawa;1408011;Legionowo;dla_doroslych;61
1465011;M. st. Warszawa;1408022;Jabłonna;dla_doroslych;20
1465011;M. st. Warszawa;1408032;Nieporęt;dla_doroslych;15
1465011;M. st. Warszawa;1408043;Serock;dla_doroslych;16
1465011;M. st. Warszawa;1408052;Wieliszew;dla_doroslych;11
1465011;M. st. Warszawa;1412011;Mińsk Mazowiecki;dla_doroslych;34
1465011;M. st. Warszawa;1412052;Dębe Wielkie;dla_doroslych;12
1465011;M. st. Warszawa;1412073;Halinów;dla_doroslych;25
1465011;M. st. Warszawa;1412151;Sulejówek;dla_doroslych;28
1465011;M. st. Warszawa;1414011;Nowy Dwór Mazowiecki;dla_doroslych;34
1465011;M. st. Warszawa;1414043;Nasielsk;dla_doroslych;17
1465011;M. st. Warszawa;1416011;Ostrów Mazowiecka;dla_doroslych;18
1465011;M. st. Warszawa;1417011;Józefów;dla_doroslych;26
1465011;M. st. Warszawa;1417021;Otwock;dla_doroslych;38
1465011;M. st. Warszawa;1417043;Karczew;dla_doroslych;11
1465011;M. st. Warszawa;1417082;Wiązowna;dla_doroslych;17
1465011;M. st. Warszawa;1418013;Góra Kalwaria;dla_doroslych;19
1465011;M. st. Warszawa;1418023;Konstancin-Jeziorna;dla_doroslych;32
1465011;M. st. Warszawa;1418032;Lesznowola;dla_doroslych;18
1465011;M. st. Warszawa;1418043;Piaseczno;dla_doroslych;85
1465011;M. st. Warszawa;1418052;Prażmów;dla_doroslych;11
1465011;M. st. Warszawa;1421011;Piastów;dla_doroslych;28
1465011;M. st. Warszawa;1421021;Pruszków;dla_doroslych;73
1465011;M. st. Warszawa;1421033;Brwinów;dla_doroslych;18
1465011;M. st. Warszawa;1421042;Michałowice;dla_doroslych;10
1465011;M. st. Warszawa;1421052;Nadarzyn;dla_doroslych;15
1465011;M. st. Warszawa;1421062;Raszyn;dla_doroslych;46
1465011;M. st. Warszawa;1424043;Pułtusk;dla_doroslych;11
1465011;M. st. Warszawa;1428011;Sochaczew;dla_doroslych;11
1465011;M. st. Warszawa;1429011;Sokołów Podlaski;dla_doroslych;10
1465011;M. st. Warszawa;1432013;Błonie;dla_doroslych;19
1465011;M. st. Warszawa;1432022;Izabelin;dla_doroslych;16
1465011;M. st. Warszawa;1432042;Leszno;dla_doroslych;11
1465011;M. st. Warszawa;1432053;Łomianki;dla_doroslych;28
1465011;M. st. Warszawa;1432063;Ożarów Mazowiecki;dla_doroslych;23
1465011;M. st. Warszawa;1432072;Stare Babice;dla_doroslych;30
1465011;M. st. Warszawa;1433053;Łochów;dla_doroslych;24
1465011;M. st. Warszawa;1433072;Sadowne;dla_doroslych;15
1465011;M. st. Warszawa;1434011;Kobyłka;dla_doroslych;41
1465011;M. st. Warszawa;1434021;Marki;dla_doroslych;67
1465011;M. st. Warszawa;1434031;Ząbki;dla_doroslych;74
1465011;M. st. Warszawa;1434041;Zielonka;dla_doroslych;23
1465011;M. st. Warszawa;1434093;Radzymin;dla_doroslych;32
1465011;M. st. Warszawa;1434113;Tłuszcz;dla_doroslych;15
1465011;M. st. Warszawa;1434123;Wołomin;dla_doroslych;55
1465011;M. st. Warszawa;1435053;Wyszków;dla_doroslych;14
1465011;M. st. Warszawa;1438011;Żyrardów;dla_doroslych;17
1465011;M. st. Warszawa;1461011;M. Ostrołęka;dla_doroslych;10
1465011;M. st. Warszawa;1463011;M. Radom;dla_doroslych;21
1465011;M. st. Warszawa;1464011;M. Siedlce;dla_doroslych;59
1465011;M. st. Warszawa;1863011;M. Rzeszów;dla_doroslych;15
1465011;M. st. Warszawa;2061011;M. Białystok;dla_doroslych;14
1465011;M. st. Warszawa;2261011;M. Gdańsk;dla_doroslych;13
1661011;M. Opole;1601043;Lewin Brzeski;podstawowe;12
1661011;M. Opole;1609012;Chrząstowice;podstawowe;76
1661011;M. Opole;1609022;Dąbrowa;podstawowe;100
1661011;M. Opole;1609032;Dobrzeń Wielki;podstawowe;10
1661011;M. Opole;1609042;Komprachcice;podstawowe;56
1661011;M. Opole;1609052;Łubniany;podstawowe;165
1661011;M. Opole;1609083;Ozimek;podstawowe;12
1661011;M. Opole;1609103;Prószków;podstawowe;73
1661011;M. Opole;1609112;Tarnów Opolski;podstawowe;29
1661011;M. Opole;1609132;Turawa;podstawowe;72
1661011;M. Opole;1601043;Lewin Brzeski;gimnazjalne;10
1661011;M. Opole;1609012;Chrząstowice;gimnazjalne;16
1661011;M. Opole;1609022;Dąbrowa;gimnazjalne;12
1661011;M. Opole;1609042;Komprachcice;gimnazjalne;16
1661011;M. Opole;1609052;Łubniany;gimnazjalne;39
1661011;M. Opole;1609073;Niemodlin;gimnazjalne;11
1661011;M. Opole;1609103;Prószków;gimnazjalne;24
1661011;M. Opole;1609112;Tarnów Opolski;gimnazjalne;12
1661011;M. Opole;1609132;Turawa;gimnazjalne;29
1661011;M. Opole;1601011;Brzeg;ponadgimnazjalne;37
1661011;M. Opole;1601022;Skarbimierz;ponadgimnazjalne;13
1661011;M. Opole;1601033;Grodków;ponadgimnazjalne;18
1661011;M. Opole;1601043;Lewin Brzeski;ponadgimnazjalne;238
1661011;M. Opole;1602033;Głubczyce;ponadgimnazjalne;19
1661011;M. Opole;1603011;Kędzierzyn-Koźle;ponadgimnazjalne;32
1661011;M. Opole;1604023;Kluczbork;ponadgimnazjalne;37
1661011;M. Opole;1604032;Lasowice Wielkie;ponadgimnazjalne;28
1661011;M. Opole;1604043;Wołczyn;ponadgimnazjalne;17
1661011;M. Opole;1605013;Gogolin;ponadgimnazjalne;124
1661011;M. Opole;1605023;Krapkowice;ponadgimnazjalne;195
1661011;M. Opole;1605032;Strzeleczki;ponadgimnazjalne;71
1661011;M. Opole;1605042;Walce;ponadgimnazjalne;11
1661011;M. Opole;1605053;Zdzieszowice;ponadgimnazjalne;102
1661011;M. Opole;1606032;Pokój;ponadgimnazjalne;77
1661011;M. Opole;1607033;Korfantów;ponadgimnazjalne;27
1661011;M. Opole;1607042;Łambinowice;ponadgimnazjalne;69
1661011;M. Opole;1608013;Dobrodzień;ponadgimnazjalne;34
1661011;M. Opole;1608033;Olesno;ponadgimnazjalne;14
1661011;M. Opole;1608072;Zębowice;ponadgimnazjalne;18
1661011;M. Opole;1609012;Chrząstowice;ponadgimnazjalne;158
1661011;M. Opole;1609022;Dąbrowa;ponadgimnazjalne;208
1661011;M. Opole;1609032;Dobrzeń Wielki;ponadgimnazjalne;111
1661011;M. Opole;1609042;Komprachcice;ponadgimnazjalne;233
1661011;M. Opole;1609052;Łubniany;ponadgimnazjalne;252
1661011;M. Opole;1609062;Murów;ponadgimnazjalne;98
1661011;M. Opole;1609073;Niemodlin;ponadgimnazjalne;159
1661011;M. Opole;1609083;Ozimek;ponadgimnazjalne;269
1661011;M. Opole;1609092;Popielów;ponadgimnazjalne;91
1661011;M. Opole;1609103;Prószków;ponadgimnazjalne;230
1661011;M. Opole;1609112;Tarnów Opolski;ponadgimnazjalne;266
1661011;M. Opole;1609123;Tułowice;ponadgimnazjalne;91
1661011;M. Opole;1609132;Turawa;ponadgimnazjalne;255
1661011;M. Opole;1610013;Biała;ponadgimnazjalne;71
1661011;M. Opole;1610023;Głogówek;ponadgimnazjalne;20
1661011;M. Opole;1610043;Prudnik;ponadgimnazjalne;16
1661011;M. Opole;1611012;Izbicko;ponadgimnazjalne;81
1661011;M. Opole;1611033;Kolonowskie;ponadgimnazjalne;82
1661011;M. Opole;1611043;Leśnica;ponadgimnazjalne;28
1661011;M. Opole;1611053;Strzelce Opolskie;ponadgimnazjalne;101
1661011;M. Opole;1611073;Zawadzkie;ponadgimnazjalne;36
1661011;M. Opole;1601011;Brzeg;dla_doroslych;23
1661011;M. Opole;1601043;Lewin Brzeski;dla_doroslych;45
1661011;M. Opole;1602033;Głubczyce;dla_doroslych;21
1661011;M. Opole;1603011;Kędzierzyn-Koźle;dla_doroslych;17
1661011;M. Opole;1604023;Kluczbork;dla_doroslych;48
1661011;M. Opole;1604043;Wołczyn;dla_doroslych;21
1661011;M. Opole;1605013;Gogolin;dla_doroslych;35
1661011;M. Opole;1605023;Krapkowice;dla_doroslych;61
1661011;M. Opole;1605032;Strzeleczki;dla_doroslych;22
1661011;M. Opole;1605053;Zdzieszowice;dla_doroslych;27
1661011;M. Opole;1606032;Pokój;dla_doroslych;14
1661011;M. Opole;1607042;Łambinowice;dla_doroslych;12
1661011;M. Opole;1607053;Nysa;dla_doroslych;12
1661011;M. Opole;1608013;Dobrodzień;dla_doroslych;13
1661011;M. Opole;1608033;Olesno;dla_doroslych;10
1661011;M. Opole;1609012;Chrząstowice;dla_doroslych;20
1661011;M. Opole;1609022;Dąbrowa;dla_doroslych;36
1661011;M. Opole;1609032;Dobrzeń Wielki;dla_doroslych;30
1661011;M. Opole;1609042;Komprachcice;dla_doroslych;54
1661011;M. Opole;1609052;Łubniany;dla_doroslych;47
1661011;M. Opole;1609062;Murów;dla_doroslych;13
1661011;M. Opole;1609073;Niemodlin;dla_doroslych;32
1661011;M. Opole;1609083;Ozimek;dla_doroslych;60
1661011;M. Opole;1609092;Popielów;dla_doroslych;16
1661011;M. Opole;1609103;Prószków;dla_doroslych;46
1661011;M. Opole;1609112;Tarnów Opolski;dla_doroslych;40
1661011;M. Opole;1609123;Tułowice;dla_doroslych;19
1661011;M. Opole;1609132;Turawa;dla_doroslych;65
1661011;M. Opole;1610013;Biała;dla_doroslych;21
1661011;M. Opole;1610023;Głogówek;dla_doroslych;16
1661011;M. Opole;1610043;Prudnik;dla_doroslych;28
1661011;M. Opole;1611012;Izbicko;dla_doroslych;20
1661011;M. Opole;1611022;Jemielnica;dla_doroslych;14
1661011;M. Opole;1611033;Kolonowskie;dla_doroslych;17
1661011;M. Opole;1611053;Strzelce Opolskie;dla_doroslych;63
1661011;M. Opole;1611073;Zawadzkie;dla_doroslych;34
1863011;M. Rzeszów;1810011;Łańcut;podstawowe;10
1863011;M. Rzeszów;1810042;Łańcut;podstawowe;24
1863011;M. Rzeszów;1815012;Iwierzyce;podstawowe;10
1863011;M. Rzeszów;1815043;Sędziszów Małopolski;podstawowe;26
1863011;M. Rzeszów;1816033;Boguchwała;podstawowe;229
1863011;M. Rzeszów;1816042;Chmielnik;podstawowe;44
1863011;M. Rzeszów;1816063;Głogów Małopolski;podstawowe;176
1863011;M. Rzeszów;1816092;Krasne;podstawowe;108
1863011;M. Rzeszów;1816102;Lubenia;podstawowe;27
1863011;M. Rzeszów;1816122;Świlcza;podstawowe;127
1863011;M. Rzeszów;1816132;Trzebownisko;podstawowe;113
1863011;M. Rzeszów;1816143;Tyczyn;podstawowe;111
1863011;M. Rzeszów;1819012;Czudec;podstawowe;11
1863011;M. Rzeszów;1810042;Łańcut;gimnazjalne;23
1863011;M. Rzeszów;1815043;Sędziszów Małopolski;gimnazjalne;14
1863011;M. Rzeszów;1816033;Boguchwała;gimnazjalne;142
1863011;M. Rzeszów;1816042;Chmielnik;gimnazjalne;20
1863011;M. Rzeszów;1816063;Głogów Małopolski;gimnazjalne;68
1863011;M. Rzeszów;1816092;Krasne;gimnazjalne;70
1863011;M. Rzeszów;1816102;Lubenia;gimnazjalne;14
1863011;M. Rzeszów;1816122;Świlcza;gimnazjalne;68
1863011;M. Rzeszów;1816132;Trzebownisko;gimnazjalne;79
1863011;M. Rzeszów;1816143;Tyczyn;gimnazjalne;91
1863011;M. Rzeszów;602112;Potok Górny;ponadgimnazjalne;15
1863011;M. Rzeszów;1801083;Ustrzyki Dolne;ponadgimnazjalne;23
1863011;M. Rzeszów;1802013;Brzozów;ponadgimnazjalne;19
1863011;M. Rzeszów;1802022;Domaradz;ponadgimnazjalne;57
1863011;M. Rzeszów;1802062;Nozdrzec;ponadgimnazjalne;44
1863011;M. Rzeszów;1804011;Jarosław;ponadgimnazjalne;30
1863011;M. Rzeszów;1804073;Pruchnik;ponadgimnazjalne;10
1863011;M. Rzeszów;1804112;Wiązownica;ponadgimnazjalne;14
1863011;M. Rzeszów;1806012;Cmolas;ponadgimnazjalne;52
1863011;M. Rzeszów;1806023;Kolbuszowa;ponadgimnazjalne;245
1863011;M. Rzeszów;1806032;Majdan Królewski;ponadgimnazjalne;31
1863011;M. Rzeszów;1806042;Niwiska;ponadgimnazjalne;11
1863011;M. Rzeszów;1806052;Raniżów;ponadgimnazjalne;141
1863011;M. Rzeszów;1806062;Dzikowiec;ponadgimnazjalne;25
1863011;M. Rzeszów;1808011;Leżajsk;ponadgimnazjalne;21
1863011;M. Rzeszów;1808022;Grodzisko Dolne;ponadgimnazjalne;16
1863011;M. Rzeszów;1808042;Leżajsk;ponadgimnazjalne;30
1863011;M. Rzeszów;1808053;Nowa Sarzyna;ponadgimnazjalne;35
1863011;M. Rzeszów;1809011;Lubaczów;ponadgimnazjalne;17
1863011;M. Rzeszów;1809023;Cieszanów;ponadgimnazjalne;10
1863011;M. Rzeszów;1809032;Horyniec-Zdrój;ponadgimnazjalne;15
1863011;M. Rzeszów;1809053;Narol;ponadgimnazjalne;15
1863011;M. Rzeszów;1809072;Stary Dzików;ponadgimnazjalne;13
1863011;M. Rzeszów;1810011;Łańcut;ponadgimnazjalne;131
1863011;M. Rzeszów;1810022;Białobrzegi;ponadgimnazjalne;42
1863011;M. Rzeszów;1810032;Czarna;ponadgimnazjalne;239
1863011;M. Rzeszów;1810042;Łańcut;ponadgimnazjalne;312
1863011;M. Rzeszów;1810052;Markowa;ponadgimnazjalne;74
1863011;M. Rzeszów;1810062;Rakszawa;ponadgimnazjalne;25
1863011;M. Rzeszów;1810072;Żołynia;ponadgimnazjalne;13
1863011;M. Rzeszów;1812032;Jeżowe;ponadgimnazjalne;20
1863011;M. Rzeszów;1813012;Bircza;ponadgimnazjalne;14
1863011;M. Rzeszów;1813022;Dubiecko;ponadgimnazjalne;24
1863011;M. Rzeszów;1814011;Przeworsk;ponadgimnazjalne;51
1863011;M. Rzeszów;1814022;Adamówka;ponadgimnazjalne;12
1863011;M. Rzeszów;1814032;Gać;ponadgimnazjalne;10
1863011;M. Rzeszów;1814042;Jawornik Polski;ponadgimnazjalne;49
1863011;M. Rzeszów;1814053;Kańczuga;ponadgimnazjalne;36
1863011;M. Rzeszów;1814062;Przeworsk;ponadgimnazjalne;69
1863011;M. Rzeszów;1814073;Sieniawa;ponadgimnazjalne;15
1863011;M. Rzeszów;1814082;Tryńcza;ponadgimnazjalne;25
1863011;M. Rzeszów;1815012;Iwierzyce;ponadgimnazjalne;109
1863011;M. Rzeszów;1815033;Ropczyce;ponadgimnazjalne;37
1863011;M. Rzeszów;1815043;Sędziszów Małopolski;ponadgimnazjalne;182
1863011;M. Rzeszów;1816011;Dynów;ponadgimnazjalne;31
1863011;M. Rzeszów;1816023;Błażowa;ponadgimnazjalne;230
1863011;M. Rzeszów;1816033;Boguchwała;ponadgimnazjalne;635
1863011;M. Rzeszów;1816042;Chmielnik;ponadgimnazjalne;225
1863011;M. Rzeszów;1816052;Dynów;ponadgimnazjalne;68
1863011;M. Rzeszów;1816063;Głogów Małopolski;ponadgimnazjalne;626
1863011;M. Rzeszów;1816072;Hyżne;ponadgimnazjalne;214
1863011;M. Rzeszów;1816082;Kamień;ponadgimnazjalne;122
1863011;M. Rzeszów;1816092;Krasne;ponadgimnazjalne;342
1863011;M. Rzeszów;1816102;Lubenia;ponadgimnazjalne;198
1863011;M. Rzeszów;1816113;Sokołów Małopolski;ponadgimnazjalne;378
1863011;M. Rzeszów;1816122;Świlcza;ponadgimnazjalne;478
1863011;M. Rzeszów;1816132;Trzebownisko;ponadgimnazjalne;722
1863011;M. Rzeszów;1816143;Tyczyn;ponadgimnazjalne;389
1863011;M. Rzeszów;1819012;Czudec;ponadgimnazjalne;312
1863011;M. Rzeszów;1819032;Niebylec;ponadgimnazjalne;319
1863011;M. Rzeszów;1819043;Strzyżów;ponadgimnazjalne;72
1863011;M. Rzeszów;1819052;Wiśniowa;ponadgimnazjalne;17
1863011;M. Rzeszów;1820043;Nowa Dęba;ponadgimnazjalne;20
1863011;M. Rzeszów;211011;Lubin;dla_doroslych;15
1863011;M. Rzeszów;1801083;Ustrzyki Dolne;dla_doroslych;11
1863011;M. Rzeszów;1803011;Dębica;dla_doroslych;20
1863011;M. Rzeszów;1804011;Jarosław;dla_doroslych;15
1863011;M. Rzeszów;1806012;Cmolas;dla_doroslych;10
1863011;M. Rzeszów;1806023;Kolbuszowa;dla_doroslych;29
1863011;M. Rzeszów;1808011;Leżajsk;dla_doroslych;10
1863011;M. Rzeszów;1808053;Nowa Sarzyna;dla_doroslych;13
1863011;M. Rzeszów;1809042;Lubaczów;dla_doroslych;13
1863011;M. Rzeszów;1809072;Stary Dzików;dla_doroslych;13
1863011;M. Rzeszów;1810011;Łańcut;dla_doroslych;17
1863011;M. Rzeszów;1810032;Czarna;dla_doroslych;12
1863011;M. Rzeszów;1810042;Łańcut;dla_doroslych;37
