terytSzkoly;gminaSzkoly;terytZamieszkania;gminaZamieszkania;typSzkoly;liczbaOsob
1863011;M. Rzeszów;1811011;Mielec;dla_doroslych;17
1863011;M. Rzeszów;1813022;Dubiecko;dla_doroslych;15
1863011;M. Rzeszów;1813102;Żurawica;dla_doroslych;16
1863011;M. Rzeszów;1814011;Przeworsk;dla_doroslych;23
1863011;M. Rzeszów;1814053;Kańczuga;dla_doroslych;17
1863011;M. Rzeszów;1814062;Przeworsk;dla_doroslych;15
1863011;M. Rzeszów;1814082;Tryńcza;dla_doroslych;11
1863011;M. Rzeszów;1815033;Ropczyce;dla_doroslych;25
1863011;M. Rzeszów;1815043;Sędziszów Małopolski;dla_doroslych;18
1863011;M. Rzeszów;1816023;Błażowa;dla_doroslych;26
1863011;M. Rzeszów;1816033;Boguchwała;dla_doroslych;39
1863011;M. Rzeszów;1816052;Dynów;dla_doroslych;22
1863011;M. Rzeszów;1816063;Głogów Małopolski;dla_doroslych;45
1863011;M. Rzeszów;1816072;Hyżne;dla_doroslych;12
1863011;M. Rzeszów;1816092;Krasne;dla_doroslych;13
1863011;M. Rzeszów;1816113;Sokołów Małopolski;dla_doroslych;24
1863011;M. Rzeszów;1816122;Świlcza;dla_doroslych;32
1863011;M. Rzeszów;1816132;Trzebownisko;dla_doroslych;43
1863011;M. Rzeszów;1816143;Tyczyn;dla_doroslych;21
1863011;M. Rzeszów;1818011;Stalowa Wola;dla_doroslych;11
1863011;M. Rzeszów;1819032;Niebylec;dla_doroslych;19
1863011;M. Rzeszów;1819043;Strzyżów;dla_doroslych;13
1863011;M. Rzeszów;1821033;Lesko;dla_doroslych;15
1863011;M. Rzeszów;1862011;M. Przemyśl;dla_doroslych;57
2061011;M. Białystok;2002013;Choroszcz;podstawowe;297
2061011;M. Białystok;2002023;Czarna Białostocka;podstawowe;34
2061011;M. Białystok;2002032;Dobrzyniewo Duże;podstawowe;94
2061011;M. Białystok;2002042;Gródek;podstawowe;11
2061011;M. Białystok;2002052;Juchnowiec Kościelny;podstawowe;261
2061011;M. Białystok;2002093;Supraśl;podstawowe;291
2061011;M. Białystok;2002112;Turośń Kościelna;podstawowe;55
2061011;M. Białystok;2002123;Tykocin;podstawowe;11
2061011;M. Białystok;2002133;Wasilków;podstawowe;255
2061011;M. Białystok;2002143;Zabłudów;podstawowe;101
2061011;M. Białystok;2002013;Choroszcz;gimnazjalne;111
2061011;M. Białystok;2002032;Dobrzyniewo Duże;gimnazjalne;57
2061011;M. Białystok;2002052;Juchnowiec Kościelny;gimnazjalne;69
2061011;M. Białystok;2002093;Supraśl;gimnazjalne;144
2061011;M. Białystok;2002112;Turośń Kościelna;gimnazjalne;21
2061011;M. Białystok;2002133;Wasilków;gimnazjalne;79
2061011;M. Białystok;2002143;Zabłudów;gimnazjalne;62
2061011;M. Białystok;2001011;Augustów;ponadgimnazjalne;17
2061011;M. Białystok;2001043;Lipsk;ponadgimnazjalne;23
2061011;M. Białystok;2001072;Sztabin;ponadgimnazjalne;27
2061011;M. Białystok;2002013;Choroszcz;ponadgimnazjalne;441
2061011;M. Białystok;2002023;Czarna Białostocka;ponadgimnazjalne;291
2061011;M. Białystok;2002032;Dobrzyniewo Duże;ponadgimnazjalne;248
2061011;M. Białystok;2002042;Gródek;ponadgimnazjalne;88
2061011;M. Białystok;2002052;Juchnowiec Kościelny;ponadgimnazjalne;402
2061011;M. Białystok;2002063;Łapy;ponadgimnazjalne;222
2061011;M. Białystok;2002073;Michałowo;ponadgimnazjalne;69
2061011;M. Białystok;2002082;Poświętne;ponadgimnazjalne;30
2061011;M. Białystok;2002093;Supraśl;ponadgimnazjalne;389
2061011;M. Białystok;2002103;Suraż;ponadgimnazjalne;42
2061011;M. Białystok;2002112;Turośń Kościelna;ponadgimnazjalne;207
2061011;M. Białystok;2002123;Tykocin;ponadgimnazjalne;140
2061011;M. Białystok;2002133;Wasilków;ponadgimnazjalne;405
2061011;M. Białystok;2002143;Zabłudów;ponadgimnazjalne;233
2061011;M. Białystok;2002152;Zawady;ponadgimnazjalne;70
2061011;M. Białystok;2003011;Bielsk Podlaski;ponadgimnazjalne;67
2061011;M. Białystok;2003021;Brańsk;ponadgimnazjalne;50
2061011;M. Białystok;2003032;Bielsk Podlaski;ponadgimnazjalne;14
2061011;M. Białystok;2003042;Boćki;ponadgimnazjalne;23
2061011;M. Białystok;2003052;Brańsk;ponadgimnazjalne;73
2061011;M. Białystok;2003072;Rudka;ponadgimnazjalne;10
2061011;M. Białystok;2003082;Wyszki;ponadgimnazjalne;52
2061011;M. Białystok;2004011;Grajewo;ponadgimnazjalne;44
2061011;M. Białystok;2004022;Grajewo;ponadgimnazjalne;12
2061011;M. Białystok;2004032;Radziłów;ponadgimnazjalne;12
2061011;M. Białystok;2004062;Wąsosz;ponadgimnazjalne;10
2061011;M. Białystok;2005011;Hajnówka;ponadgimnazjalne;51
2061011;M. Białystok;2005032;Czeremcha;ponadgimnazjalne;29
2061011;M. Białystok;2005073;Kleszczele;ponadgimnazjalne;12
2061011;M. Białystok;2005082;Narew;ponadgimnazjalne;64
2061011;M. Białystok;2005092;Narewka;ponadgimnazjalne;14
2061011;M. Białystok;2008013;Goniądz;ponadgimnazjalne;49
2061011;M. Białystok;2008022;Jasionówka;ponadgimnazjalne;75
2061011;M. Białystok;2008032;Jaświły;ponadgimnazjalne;92
2061011;M. Białystok;2008043;Knyszyn;ponadgimnazjalne;108
2061011;M. Białystok;2008052;Krypno;ponadgimnazjalne;106
2061011;M. Białystok;2008063;Mońki;ponadgimnazjalne;86
2061011;M. Białystok;2008072;Trzcianne;ponadgimnazjalne;29
2061011;M. Białystok;2010011;Siemiatycze;ponadgimnazjalne;76
2061011;M. Białystok;2010023;Drohiczyn;ponadgimnazjalne;13
2061011;M. Białystok;2010032;Dziadkowice;ponadgimnazjalne;28
2061011;M. Białystok;2010042;Grodzisk;ponadgimnazjalne;40
2061011;M. Białystok;2010062;Milejczyce;ponadgimnazjalne;21
2061011;M. Białystok;2010072;Nurzec-Stacja;ponadgimnazjalne;38
2061011;M. Białystok;2010082;Perlejewo;ponadgimnazjalne;15
2061011;M. Białystok;2010092;Siemiatycze;ponadgimnazjalne;32
2061011;M. Białystok;2011013;Dąbrowa Białostocka;ponadgimnazjalne;62
2061011;M. Białystok;2011022;Janów;ponadgimnazjalne;91
2061011;M. Białystok;2011032;Korycin;ponadgimnazjalne;84
2061011;M. Białystok;2011043;Krynki;ponadgimnazjalne;47
2061011;M. Białystok;2011052;Kuźnica;ponadgimnazjalne;51
2061011;M. Białystok;2011062;Nowy Dwór;ponadgimnazjalne;24
2061011;M. Białystok;2011072;Sidra;ponadgimnazjalne;28
2061011;M. Białystok;2011083;Sokółka;ponadgimnazjalne;195
2061011;M. Białystok;2011093;Suchowola;ponadgimnazjalne;51
2061011;M. Białystok;2011102;Szudziałowo;ponadgimnazjalne;43
2061011;M. Białystok;2013011;Wysokie Mazowieckie;ponadgimnazjalne;24
2061011;M. Białystok;2013023;Ciechanowiec;ponadgimnazjalne;21
2061011;M. Białystok;2013033;Czyżew;ponadgimnazjalne;28
2061011;M. Białystok;2013052;Kobylin-Borzymy;ponadgimnazjalne;62
2061011;M. Białystok;2013072;Nowe Piekuty;ponadgimnazjalne;40
2061011;M. Białystok;2013082;Sokoły;ponadgimnazjalne;45
2061011;M. Białystok;2013093;Szepietowo;ponadgimnazjalne;40
2061011;M. Białystok;2014011;Zambrów;ponadgimnazjalne;12
2061011;M. Białystok;2014032;Rutki;ponadgimnazjalne;36
2061011;M. Białystok;2805011;Ełk;ponadgimnazjalne;16
2061011;M. Białystok;211011;Lubin;dla_doroslych;18
2061011;M. Białystok;2001011;Augustów;dla_doroslych;21
2061011;M. Białystok;2002013;Choroszcz;dla_doroslych;101
2061011;M. Białystok;2002023;Czarna Białostocka;dla_doroslych;35
2061011;M. Białystok;2002032;Dobrzyniewo Duże;dla_doroslych;42
2061011;M. Białystok;2002042;Gródek;dla_doroslych;27
2061011;M. Białystok;2002052;Juchnowiec Kościelny;dla_doroslych;90
2061011;M. Białystok;2002063;Łapy;dla_doroslych;118
2061011;M. Białystok;2002073;Michałowo;dla_doroslych;37
2061011;M. Białystok;2002082;Poświętne;dla_doroslych;22
2061011;M. Białystok;2002093;Supraśl;dla_doroslych;57
2061011;M. Białystok;2002112;Turośń Kościelna;dla_doroslych;31
2061011;M. Białystok;2002123;Tykocin;dla_doroslych;30
2061011;M. Białystok;2002133;Wasilków;dla_doroslych;83
2061011;M. Białystok;2002143;Zabłudów;dla_doroslych;57
2061011;M. Białystok;2002152;Zawady;dla_doroslych;14
2061011;M. Białystok;2003011;Bielsk Podlaski;dla_doroslych;92
2061011;M. Białystok;2003021;Brańsk;dla_doroslych;16
2061011;M. Białystok;2003042;Boćki;dla_doroslych;12
2061011;M. Białystok;2003052;Brańsk;dla_doroslych;14
2061011;M. Białystok;2003082;Wyszki;dla_doroslych;20
2061011;M. Białystok;2004011;Grajewo;dla_doroslych;18
2061011;M. Białystok;2005011;Hajnówka;dla_doroslych;68
2061011;M. Białystok;2005032;Czeremcha;dla_doroslych;12
2061011;M. Białystok;2005062;Hajnówka;dla_doroslych;15
2061011;M. Białystok;2005082;Narew;dla_doroslych;11
2061011;M. Białystok;2008013;Goniądz;dla_doroslych;21
2061011;M. Białystok;2008032;Jaświły;dla_doroslych;22
2061011;M. Białystok;2008043;Knyszyn;dla_doroslych;29
2061011;M. Białystok;2008052;Krypno;dla_doroslych;13
2061011;M. Białystok;2008063;Mońki;dla_doroslych;58
2061011;M. Białystok;2008072;Trzcianne;dla_doroslych;12
2061011;M. Białystok;2010011;Siemiatycze;dla_doroslych;21
2061011;M. Białystok;2010062;Milejczyce;dla_doroslych;15
2061011;M. Białystok;2010072;Nurzec-Stacja;dla_doroslych;11
2061011;M. Białystok;2011013;Dąbrowa Białostocka;dla_doroslych;50
2061011;M. Białystok;2011022;Janów;dla_doroslych;13
2061011;M. Białystok;2011032;Korycin;dla_doroslych;14
2061011;M. Białystok;2011052;Kuźnica;dla_doroslych;15
2061011;M. Białystok;2011083;Sokółka;dla_doroslych;89
2061011;M. Białystok;2011093;Suchowola;dla_doroslych;49
2061011;M. Białystok;2011102;Szudziałowo;dla_doroslych;10
2061011;M. Białystok;2013011;Wysokie Mazowieckie;dla_doroslych;18
2061011;M. Białystok;2013052;Kobylin-Borzymy;dla_doroslych;18
2061011;M. Białystok;2013072;Nowe Piekuty;dla_doroslych;10
2061011;M. Białystok;2013082;Sokoły;dla_doroslych;16
2061011;M. Białystok;2013093;Szepietowo;dla_doroslych;12
2061011;M. Białystok;2013102;Wysokie Mazowieckie;dla_doroslych;11
2061011;M. Białystok;2014011;Zambrów;dla_doroslych;16
2061011;M. Białystok;2014032;Rutki;dla_doroslych;11
2061011;M. Białystok;2062011;M. Łomża;dla_doroslych;21
2061011;M. Białystok;2063011;M. Suwałki;dla_doroslych;15
2061011;M. Białystok;2805011;Ełk;dla_doroslych;16
2261011;M. Gdańsk;463011;M. Toruń;podstawowe;15
2261011;M. Gdańsk;2204011;Pruszcz Gdański;podstawowe;44
2261011;M. Gdańsk;2204022;Cedry Wielkie;podstawowe;14
2261011;M. Gdańsk;2204032;Kolbudy;podstawowe;187
2261011;M. Gdańsk;2204042;Pruszcz Gdański;podstawowe;175
2261011;M. Gdańsk;2204082;Trąbki Wielkie;podstawowe;19
2261011;M. Gdańsk;2205032;Przodkowo;podstawowe;13
2261011;M. Gdańsk;2205083;Żukowo;podstawowe;243
2261011;M. Gdańsk;2214011;Tczew;podstawowe;11
2261011;M. Gdańsk;2215011;Reda;podstawowe;12
2261011;M. Gdańsk;2215092;Szemud;podstawowe;25
2261011;M. Gdańsk;2262011;M. Gdynia;podstawowe;143
2261011;M. Gdańsk;2264011;M. Sopot;podstawowe;58
2261011;M. Gdańsk;2204011;Pruszcz Gdański;gimnazjalne;22
2261011;M. Gdańsk;2204022;Cedry Wielkie;gimnazjalne;12
2261011;M. Gdańsk;2204032;Kolbudy;gimnazjalne;80
2261011;M. Gdańsk;2204042;Pruszcz Gdański;gimnazjalne;70
2261011;M. Gdańsk;2205083;Żukowo;gimnazjalne;91
2261011;M. Gdańsk;2262011;M. Gdynia;gimnazjalne;33
2261011;M. Gdańsk;2264011;M. Sopot;gimnazjalne;49
2261011;M. Gdańsk;2201023;Bytów;ponadgimnazjalne;13
2261011;M. Gdańsk;2204011;Pruszcz Gdański;ponadgimnazjalne;416
2261011;M. Gdańsk;2204022;Cedry Wielkie;ponadgimnazjalne;170
2261011;M. Gdańsk;2204032;Kolbudy;ponadgimnazjalne;464
2261011;M. Gdańsk;2204042;Pruszcz Gdański;ponadgimnazjalne;510
2261011;M. Gdańsk;2204052;Przywidz;ponadgimnazjalne;135
2261011;M. Gdańsk;2204062;Pszczółki;ponadgimnazjalne;124
2261011;M. Gdańsk;2204072;Suchy Dąb;ponadgimnazjalne;54
2261011;M. Gdańsk;2204082;Trąbki Wielkie;ponadgimnazjalne;195
2261011;M. Gdańsk;2205023;Kartuzy;ponadgimnazjalne;45
2261011;M. Gdańsk;2205032;Przodkowo;ponadgimnazjalne;20
2261011;M. Gdańsk;2205042;Sierakowice;ponadgimnazjalne;10
2261011;M. Gdańsk;2205052;Somonino;ponadgimnazjalne;16
2261011;M. Gdańsk;2205083;Żukowo;ponadgimnazjalne;455
2261011;M. Gdańsk;2206011;Kościerzyna;ponadgimnazjalne;29
2261011;M. Gdańsk;2206052;Liniewo;ponadgimnazjalne;15
2261011;M. Gdańsk;2206072;Nowa Karczma;ponadgimnazjalne;14
2261011;M. Gdańsk;2208011;Lębork;ponadgimnazjalne;29
2261011;M. Gdańsk;2210023;Nowy Dwór Gdański;ponadgimnazjalne;25
2261011;M. Gdańsk;2210032;Ostaszewo;ponadgimnazjalne;29
2261011;M. Gdańsk;2210042;Stegna;ponadgimnazjalne;126
2261011;M. Gdańsk;2210052;Sztutowo;ponadgimnazjalne;17
2261011;M. Gdańsk;2213031;Starogard Gdański;ponadgimnazjalne;15
2261011;M. Gdańsk;2213093;Skarszewy;ponadgimnazjalne;29
2261011;M. Gdańsk;2213122;Starogard Gdański;ponadgimnazjalne;13
2261011;M. Gdańsk;2214011;Tczew;ponadgimnazjalne;73
2261011;M. Gdańsk;2214023;Gniew;ponadgimnazjalne;12
2261011;M. Gdańsk;2214043;Pelplin;ponadgimnazjalne;11
2261011;M. Gdańsk;2214062;Tczew;ponadgimnazjalne;12
2261011;M. Gdańsk;2215021;Rumia;ponadgimnazjalne;20
2261011;M. Gdańsk;2215092;Szemud;ponadgimnazjalne;24
2261011;M. Gdańsk;2216013;Dzierzgoń;ponadgimnazjalne;10
2261011;M. Gdańsk;2262011;M. Gdynia;ponadgimnazjalne;133
2261011;M. Gdańsk;2264011;M. Sopot;ponadgimnazjalne;101
2261011;M. Gdańsk;2861011;M. Elbląg;ponadgimnazjalne;16
2261011;M. Gdańsk;2204011;Pruszcz Gdański;dla_doroslych;83
2261011;M. Gdańsk;2204022;Cedry Wielkie;dla_doroslych;15
2261011;M. Gdańsk;2204032;Kolbudy;dla_doroslych;23
2261011;M. Gdańsk;2204042;Pruszcz Gdański;dla_doroslych;64
2261011;M. Gdańsk;2204062;Pszczółki;dla_doroslych;14
2261011;M. Gdańsk;2204072;Suchy Dąb;dla_doroslych;10
2261011;M. Gdańsk;2204082;Trąbki Wielkie;dla_doroslych;10
2261011;M. Gdańsk;2205023;Kartuzy;dla_doroslych;15
2261011;M. Gdańsk;2205083;Żukowo;dla_doroslych;39
2261011;M. Gdańsk;2209011;Malbork;dla_doroslych;13
2261011;M. Gdańsk;2213031;Starogard Gdański;dla_doroslych;12
2261011;M. Gdańsk;2214011;Tczew;dla_doroslych;17
2261011;M. Gdańsk;2215031;Wejherowo;dla_doroslych;11
2261011;M. Gdańsk;2262011;M. Gdynia;dla_doroslych;92
2261011;M. Gdańsk;2264011;M. Sopot;dla_doroslych;39
2261011;M. Gdańsk;2808011;Kętrzyn;dla_doroslych;10
2261011;M. Gdańsk;2861011;M. Elbląg;dla_doroslych;12
2469011;M. Katowice;2401011;Będzin;podstawowe;20
2469011;M. Katowice;2401021;Czeladź;podstawowe;10
2469011;M. Katowice;2408011;Łaziska Górne;podstawowe;15
2469011;M. Katowice;2408021;Mikołów;podstawowe;62
2469011;M. Katowice;2414021;Imielin;podstawowe;15
2469011;M. Katowice;2462011;M. Bytom;podstawowe;10
2469011;M. Katowice;2463011;M. Chorzów;podstawowe;123
2469011;M. Katowice;2465011;M. Dąbrowa Górnicza;podstawowe;10
2469011;M. Katowice;2466011;M. Gliwice;podstawowe;13
2469011;M. Katowice;2470011;M. Mysłowice;podstawowe;139
2469011;M. Katowice;2471011;M. Piekary Śląskie;podstawowe;11
2469011;M. Katowice;2472011;M. Ruda Śląska;podstawowe;51
2469011;M. Katowice;2474011;M. Siemianowice Śląskie;podstawowe;114
2469011;M. Katowice;2475011;M. Sosnowiec;podstawowe;60
2469011;M. Katowice;2476011;M. Świętochłowice;podstawowe;23
2469011;M. Katowice;2477011;M. Tychy;podstawowe;22
2469011;M. Katowice;2408021;Mikołów;gimnazjalne;33
2469011;M. Katowice;2463011;M. Chorzów;gimnazjalne;16
2469011;M. Katowice;2470011;M. Mysłowice;gimnazjalne;26
2469011;M. Katowice;2474011;M. Siemianowice Śląskie;gimnazjalne;12
2469011;M. Katowice;2475011;M. Sosnowiec;gimnazjalne;13
2469011;M. Katowice;2401011;Będzin;ponadgimnazjalne;66
2469011;M. Katowice;2401021;Czeladź;ponadgimnazjalne;79
2469011;M. Katowice;2401031;Wojkowice;ponadgimnazjalne;14
2469011;M. Katowice;2401042;Bobrowniki;ponadgimnazjalne;15
2469011;M. Katowice;2408011;Łaziska Górne;ponadgimnazjalne;84
2469011;M. Katowice;2408021;Mikołów;ponadgimnazjalne;145
2469011;M. Katowice;2408031;Orzesze;ponadgimnazjalne;64
2469011;M. Katowice;2408042;Ornontowice;ponadgimnazjalne;12
2469011;M. Katowice;2408052;Wyry;ponadgimnazjalne;27
2469011;M. Katowice;2410022;Kobiór;ponadgimnazjalne;11
2469011;M. Katowice;2410053;Pszczyna;ponadgimnazjalne;17
2469011;M. Katowice;2414021;Imielin;ponadgimnazjalne;100
2469011;M. Katowice;2414031;Lędziny;ponadgimnazjalne;28
2469011;M. Katowice;2414052;Chełm Śląski;ponadgimnazjalne;45
2469011;M. Katowice;2416021;Zawiercie;ponadgimnazjalne;10
2469011;M. Katowice;2462011;M. Bytom;ponadgimnazjalne;72
2469011;M. Katowice;2463011;M. Chorzów;ponadgimnazjalne;227
2469011;M. Katowice;2465011;M. Dąbrowa Górnicza;ponadgimnazjalne;58
2469011;M. Katowice;2466011;M. Gliwice;ponadgimnazjalne;10
2469011;M. Katowice;2468011;M. Jaworzno;ponadgimnazjalne;94
2469011;M. Katowice;2470011;M. Mysłowice;ponadgimnazjalne;488
2469011;M. Katowice;2471011;M. Piekary Śląskie;ponadgimnazjalne;49
2469011;M. Katowice;2472011;M. Ruda Śląska;ponadgimnazjalne;178
2469011;M. Katowice;2473011;M. Rybnik;ponadgimnazjalne;17
2469011;M. Katowice;2474011;M. Siemianowice Śląskie;ponadgimnazjalne;358
2469011;M. Katowice;2475011;M. Sosnowiec;ponadgimnazjalne;151
2469011;M. Katowice;2476011;M. Świętochłowice;ponadgimnazjalne;67
2469011;M. Katowice;2477011;M. Tychy;ponadgimnazjalne;149
2469011;M. Katowice;2478011;M. Zabrze;ponadgimnazjalne;22
2469011;M. Katowice;1203033;Chrzanów;dla_doroslych;36
2469011;M. Katowice;1203053;Trzebinia;dla_doroslych;15
2469011;M. Katowice;2401011;Będzin;dla_doroslych;32
2469011;M. Katowice;2401021;Czeladź;dla_doroslych;22
2469011;M. Katowice;2408011;Łaziska Górne;dla_doroslych;19
2469011;M. Katowice;2408021;Mikołów;dla_doroslych;43
2469011;M. Katowice;2408031;Orzesze;dla_doroslych;10
2469011;M. Katowice;2410053;Pszczyna;dla_doroslych;14
2469011;M. Katowice;2413041;Tarnowskie Góry;dla_doroslych;14
2469011;M. Katowice;2461011;M. Bielsko-Biała;dla_doroslych;35
2469011;M. Katowice;2462011;M. Bytom;dla_doroslych;62
2469011;M. Katowice;2463011;M. Chorzów;dla_doroslych;72
2469011;M. Katowice;2465011;M. Dąbrowa Górnicza;dla_doroslych;29
2469011;M. Katowice;2466011;M. Gliwice;dla_doroslych;19
2469011;M. Katowice;2468011;M. Jaworzno;dla_doroslych;54
2469011;M. Katowice;2470011;M. Mysłowice;dla_doroslych;78
2469011;M. Katowice;2471011;M. Piekary Śląskie;dla_doroslych;18
2469011;M. Katowice;2472011;M. Ruda Śląska;dla_doroslych;102
2469011;M. Katowice;2473011;M. Rybnik;dla_doroslych;12
2469011;M. Katowice;2474011;M. Siemianowice Śląskie;dla_doroslych;48
2469011;M. Katowice;2475011;M. Sosnowiec;dla_doroslych;90
2469011;M. Katowice;2476011;M. Świętochłowice;dla_doroslych;31
2469011;M. Katowice;2477011;M. Tychy;dla_doroslych;46
2469011;M. Katowice;2478011;M. Zabrze;dla_doroslych;23
2469011;M. Katowice;2479011;M. Żory;dla_doroslych;50
2661011;M. Kielce;2604012;Bieliny;podstawowe;12
2661011;M. Kielce;2604023;Bodzentyn;podstawowe;12
2661011;M. Kielce;2604033;Chęciny;podstawowe;34
2661011;M. Kielce;2604053;Daleszyce;podstawowe;99
2661011;M. Kielce;2604062;Górno;podstawowe;79
2661011;M. Kielce;2604092;Masłów;podstawowe;291
2661011;M. Kielce;2604102;Miedziana Góra;podstawowe;91
2661011;M. Kielce;2604123;Morawica;podstawowe;134
2661011;M. Kielce;2604142;Piekoszów;podstawowe;93
2661011;M. Kielce;2604172;Sitkówka-Nowiny;podstawowe;31
2661011;M. Kielce;2604182;Strawczyn;podstawowe;21
2661011;M. Kielce;2604192;Zagnańsk;podstawowe;69
2661011;M. Kielce;2604053;Daleszyce;gimnazjalne;28
2661011;M. Kielce;2604062;Górno;gimnazjalne;27
2661011;M. Kielce;2604092;Masłów;gimnazjalne;70
2661011;M. Kielce;2604102;Miedziana Góra;gimnazjalne;22
2661011;M. Kielce;2604123;Morawica;gimnazjalne;44
2661011;M. Kielce;2604142;Piekoszów;gimnazjalne;25
2661011;M. Kielce;2604172;Sitkówka-Nowiny;gimnazjalne;20
2661011;M. Kielce;2604192;Zagnańsk;gimnazjalne;23
2661011;M. Kielce;2601013;Busko-Zdrój;ponadgimnazjalne;29
2661011;M. Kielce;2601022;Gnojno;ponadgimnazjalne;12
2661011;M. Kielce;2602023;Jędrzejów;ponadgimnazjalne;52
2661011;M. Kielce;2602033;Małogoszcz;ponadgimnazjalne;84
2661011;M. Kielce;2602063;Sędziszów;ponadgimnazjalne;15
2661011;M. Kielce;2602082;Sobków;ponadgimnazjalne;188
2661011;M. Kielce;2604012;Bieliny;ponadgimnazjalne;304
2661011;M. Kielce;2604023;Bodzentyn;ponadgimnazjalne;185
2661011;M. Kielce;2604033;Chęciny;ponadgimnazjalne;322
2661011;M. Kielce;2604043;Chmielnik;ponadgimnazjalne;127
2661011;M. Kielce;2604053;Daleszyce;ponadgimnazjalne;519
2661011;M. Kielce;2604062;Górno;ponadgimnazjalne;458
2661011;M. Kielce;2604073;Łagów;ponadgimnazjalne;137
2661011;M. Kielce;2604082;Łopuszno;ponadgimnazjalne;92
2661011;M. Kielce;2604092;Masłów;ponadgimnazjalne;335
2661011;M. Kielce;2604102;Miedziana Góra;ponadgimnazjalne;357
2661011;M. Kielce;2604112;Mniów;ponadgimnazjalne;327
2661011;M. Kielce;2604123;Morawica;ponadgimnazjalne;597
2661011;M. Kielce;2604132;Nowa Słupia;ponadgimnazjalne;143
2661011;M. Kielce;2604142;Piekoszów;ponadgimnazjalne;492
2661011;M. Kielce;2604152;Pierzchnica;ponadgimnazjalne;102
2661011;M. Kielce;2604162;Raków;ponadgimnazjalne;72
2661011;M. Kielce;2604172;Sitkówka-Nowiny;ponadgimnazjalne;222
2661011;M. Kielce;2604182;Strawczyn;ponadgimnazjalne;358
2661011;M. Kielce;2604192;Zagnańsk;ponadgimnazjalne;333
2661011;M. Kielce;2605033;Końskie;ponadgimnazjalne;12
2661011;M. Kielce;2605043;Radoszyce;ponadgimnazjalne;21
2661011;M. Kielce;2605052;Ruda Maleniecka;ponadgimnazjalne;10
2661011;M. Kielce;2605072;Smyków;ponadgimnazjalne;47
2661011;M. Kielce;2605083;Stąporków;ponadgimnazjalne;17
2661011;M. Kielce;2608022;Kije;ponadgimnazjalne;65
2661011;M. Kielce;2608032;Michałów;ponadgimnazjalne;11
2661011;M. Kielce;2608043;Pińczów;ponadgimnazjalne;45
2661011;M. Kielce;2610011;Skarżysko-Kamienna;ponadgimnazjalne;26
2661011;M. Kielce;2610022;Bliżyn;ponadgimnazjalne;19
2661011;M. Kielce;2610032;Łączna;ponadgimnazjalne;149
2661011;M. Kielce;2610053;Suchedniów;ponadgimnazjalne;61
2661011;M. Kielce;2611042;Pawłów;ponadgimnazjalne;19
2661011;M. Kielce;2612053;Połaniec;ponadgimnazjalne;11
2661011;M. Kielce;2612073;Staszów;ponadgimnazjalne;23
2661011;M. Kielce;2612082;Szydłów;ponadgimnazjalne;25
2661011;M. Kielce;2613022;Krasocin;ponadgimnazjalne;91
2661011;M. Kielce;2613063;Włoszczowa;ponadgimnazjalne;12
2661011;M. Kielce;2601013;Busko-Zdrój;dla_doroslych;17
2661011;M. Kielce;2602023;Jędrzejów;dla_doroslych;24
2661011;M. Kielce;2602033;Małogoszcz;dla_doroslych;15
2661011;M. Kielce;2602082;Sobków;dla_doroslych;23
2661011;M. Kielce;2604012;Bieliny;dla_doroslych;35
2661011;M. Kielce;2604023;Bodzentyn;dla_doroslych;19
2661011;M. Kielce;2604033;Chęciny;dla_doroslych;51
2661011;M. Kielce;2604053;Daleszyce;dla_doroslych;51
2661011;M. Kielce;2604062;Górno;dla_doroslych;68
2661011;M. Kielce;2604082;Łopuszno;dla_doroslych;12
2661011;M. Kielce;2604092;Masłów;dla_doroslych;55
2661011;M. Kielce;2604102;Miedziana Góra;dla_doroslych;63
2661011;M. Kielce;2604112;Mniów;dla_doroslych;36
2661011;M. Kielce;2604123;Morawica;dla_doroslych;55
2661011;M. Kielce;2604132;Nowa Słupia;dla_doroslych;13
2661011;M. Kielce;2604142;Piekoszów;dla_doroslych;59
2661011;M. Kielce;2604152;Pierzchnica;dla_doroslych;14
2661011;M. Kielce;2604172;Sitkówka-Nowiny;dla_doroslych;33
2661011;M. Kielce;2604182;Strawczyn;dla_doroslych;57
2661011;M. Kielce;2604192;Zagnańsk;dla_doroslych;65
2661011;M. Kielce;2605022;Gowarczów;dla_doroslych;19
2661011;M. Kielce;2605033;Końskie;dla_doroslych;22
2661011;M. Kielce;2605083;Stąporków;dla_doroslych;29
2661011;M. Kielce;2607011;Ostrowiec Świętokrzyski;dla_doroslych;11
2661011;M. Kielce;2608043;Pińczów;dla_doroslych;15
2661011;M. Kielce;2610022;Bliżyn;dla_doroslych;11
2661011;M. Kielce;2610032;Łączna;dla_doroslych;27
2661011;M. Kielce;2611011;Starachowice;dla_doroslych;14
2661011;M. Kielce;2613022;Krasocin;dla_doroslych;17
2862011;M. Olsztyn;2814013;Barczewo;podstawowe;188
2862011;M. Olsztyn;2814033;Dobre Miasto;podstawowe;26
2862011;M. Olsztyn;2814042;Dywity;podstawowe;168
2862011;M. Olsztyn;2814052;Gietrzwałd;podstawowe;161
2862011;M. Olsztyn;2814072;Jonkowo;podstawowe;157
2862011;M. Olsztyn;2814093;Olsztynek;podstawowe;14
2862011;M. Olsztyn;2814102;Purda;podstawowe;161
2862011;M. Olsztyn;2814112;Stawiguda;podstawowe;210
