Kod gminy miejsca zamieszkania;Kod gminy miejsca pracy;Liczba osób;Gmina miejsca zamieszkania;"Kod woj. miejsca zamieszkania";"Województwo miejsca zamieszkania";Gmina miejsca pracy;"Kod woj. miejsca pracy";"Województwo miejsca pracy"
1819052;1816034;32;Wiśniowa;18;Podkarpackie;Boguchwała - miasto;18;Podkarpackie
1819052;1816065;16;Wiśniowa;18;Podkarpackie;Głogów Małopolski - obszar wiejski;18;Podkarpackie
1819052;1816132;14;Wiśniowa;18;Podkarpackie;Trzebownisko;18;Podkarpackie
1819052;1819012;40;Wiśniowa;18;Podkarpackie;Czudec;18;Podkarpackie
1819052;1819022;68;Wiśniowa;18;Podkarpackie;Frysztak;18;Podkarpackie
1819052;1819044;356;Wiśniowa;18;Podkarpackie;Strzyżów - miasto;18;Podkarpackie
1819052;1819045;47;Wiśniowa;18;Podkarpackie;Strzyżów - obszar wiejski;18;Podkarpackie
1819052;1861011;58;Wiśniowa;18;Podkarpackie;Krosno;18;Podkarpackie
1819052;1863011;279;Wiśniowa;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820014;1811011;27;Baranów Sandomierski - miasto;18;Podkarpackie;Mielec;18;Podkarpackie
1820014;1820015;28;Baranów Sandomierski - miasto;18;Podkarpackie;Baranów Sandomierski - obszar wiejski;18;Podkarpackie
1820014;1863011;14;Baranów Sandomierski - miasto;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820014;1864011;49;Baranów Sandomierski - miasto;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820014;2609011;10;Baranów Sandomierski - miasto;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1820015;0663011;15;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Lublin;06;Lubelskie
1820015;0664011;23;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Zamość;06;Lubelskie
1820015;1465011;23;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Warszawa;14;Mazowieckie
1820015;1811011;263;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Mielec;18;Podkarpackie
1820015;1811062;33;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Padew Narodowa;18;Podkarpackie
1820015;1811092;20;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Tuszów Narodowy;18;Podkarpackie
1820015;1813042;15;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Krasiczyn;18;Podkarpackie
1820015;1818011;16;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1820015;1820014;94;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Baranów Sandomierski - miasto;18;Podkarpackie
1820015;1820032;12;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Grębów;18;Podkarpackie
1820015;1820044;92;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Nowa Dęba - miasto;18;Podkarpackie
1820015;1820045;59;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Nowa Dęba - obszar wiejski;18;Podkarpackie
1820015;1863011;116;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820015;1864011;294;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820015;2609011;106;Baranów Sandomierski - obszar wiejski;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1820022;0264011;94;Gorzyce;18;Podkarpackie;Wrocław;02;Dolnośląskie
1820022;0804011;21;Gorzyce;18;Podkarpackie;Nowa Sól;08;Lubuskie
1820022;1418032;14;Gorzyce;18;Podkarpackie;Lesznowola;14;Mazowieckie
1820022;1463011;10;Gorzyce;18;Podkarpackie;Radom;14;Mazowieckie
1820022;1465011;19;Gorzyce;18;Podkarpackie;Warszawa;14;Mazowieckie
1820022;1803011;27;Gorzyce;18;Podkarpackie;Dębica;18;Podkarpackie
1820022;1812064;12;Gorzyce;18;Podkarpackie;Rudnik nad Sanem - miasto;18;Podkarpackie
1820022;1818011;441;Gorzyce;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1820022;1818062;41;Gorzyce;18;Podkarpackie;Zaleszany;18;Podkarpackie
1820022;1820032;14;Gorzyce;18;Podkarpackie;Grębów;18;Podkarpackie
1820022;1820045;10;Gorzyce;18;Podkarpackie;Nowa Dęba - obszar wiejski;18;Podkarpackie
1820022;1863011;120;Gorzyce;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820022;1864011;192;Gorzyce;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820022;2609011;231;Gorzyce;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1820032;0264011;34;Grębów;18;Podkarpackie;Wrocław;02;Dolnośląskie
1820032;0663011;22;Grębów;18;Podkarpackie;Lublin;06;Lubelskie
1820032;1465011;11;Grębów;18;Podkarpackie;Warszawa;14;Mazowieckie
1820032;1811011;14;Grębów;18;Podkarpackie;Mielec;18;Podkarpackie
1820032;1812054;16;Grębów;18;Podkarpackie;Nisko - miasto;18;Podkarpackie
1820032;1818011;719;Grębów;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1820032;1818062;20;Grębów;18;Podkarpackie;Zaleszany;18;Podkarpackie
1820032;1820022;83;Grębów;18;Podkarpackie;Gorzyce;18;Podkarpackie
1820032;1820044;23;Grębów;18;Podkarpackie;Nowa Dęba - miasto;18;Podkarpackie
1820032;1820045;26;Grębów;18;Podkarpackie;Nowa Dęba - obszar wiejski;18;Podkarpackie
1820032;1863011;138;Grębów;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820032;1864011;248;Grębów;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820032;2609011;75;Grębów;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1820044;1261011;14;Nowa Dęba - miasto;18;Podkarpackie;Kraków;12;Małopolskie
1820044;1465011;31;Nowa Dęba - miasto;18;Podkarpackie;Warszawa;14;Mazowieckie
1820044;1806012;14;Nowa Dęba - miasto;18;Podkarpackie;Cmolas;18;Podkarpackie
1820044;1806024;23;Nowa Dęba - miasto;18;Podkarpackie;Kolbuszowa - miasto;18;Podkarpackie
1820044;1806032;36;Nowa Dęba - miasto;18;Podkarpackie;Majdan Królewski;18;Podkarpackie
1820044;1811011;37;Nowa Dęba - miasto;18;Podkarpackie;Mielec;18;Podkarpackie
1820044;1818011;47;Nowa Dęba - miasto;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1820044;1820045;27;Nowa Dęba - miasto;18;Podkarpackie;Nowa Dęba - obszar wiejski;18;Podkarpackie
1820044;1863011;72;Nowa Dęba - miasto;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820044;1864011;66;Nowa Dęba - miasto;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820044;2609011;24;Nowa Dęba - miasto;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1820045;0663011;13;Nowa Dęba - obszar wiejski;18;Podkarpackie;Lublin;06;Lubelskie
1820045;1465011;11;Nowa Dęba - obszar wiejski;18;Podkarpackie;Warszawa;14;Mazowieckie
1820045;1811011;22;Nowa Dęba - obszar wiejski;18;Podkarpackie;Mielec;18;Podkarpackie
1820045;1818011;47;Nowa Dęba - obszar wiejski;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1820045;1820015;17;Nowa Dęba - obszar wiejski;18;Podkarpackie;Baranów Sandomierski - obszar wiejski;18;Podkarpackie
1820045;1820022;11;Nowa Dęba - obszar wiejski;18;Podkarpackie;Gorzyce;18;Podkarpackie
1820045;1820032;19;Nowa Dęba - obszar wiejski;18;Podkarpackie;Grębów;18;Podkarpackie
1820045;1820044;361;Nowa Dęba - obszar wiejski;18;Podkarpackie;Nowa Dęba - miasto;18;Podkarpackie
1820045;1863011;109;Nowa Dęba - obszar wiejski;18;Podkarpackie;Rzeszów;18;Podkarpackie
1820045;1864011;348;Nowa Dęba - obszar wiejski;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1820045;2609011;84;Nowa Dęba - obszar wiejski;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1821012;0223045;11;Baligród;18;Podkarpackie;Kąty Wrocławskie - obszar wiejski;02;Dolnośląskie
1821012;1817011;26;Baligród;18;Podkarpackie;Sanok;18;Podkarpackie
1821012;1817074;18;Baligród;18;Podkarpackie;Zagórz - miasto;18;Podkarpackie
1821012;1821022;10;Baligród;18;Podkarpackie;Cisna;18;Podkarpackie
1821012;1821034;69;Baligród;18;Podkarpackie;Lesko - miasto;18;Podkarpackie
1821012;1821035;11;Baligród;18;Podkarpackie;Lesko - obszar wiejski;18;Podkarpackie
1821012;1863011;35;Baligród;18;Podkarpackie;Rzeszów;18;Podkarpackie
1821022;1817011;12;Cisna;18;Podkarpackie;Sanok;18;Podkarpackie
1821034;1465011;13;Lesko - miasto;18;Podkarpackie;Warszawa;14;Mazowieckie
1821034;1801084;12;Lesko - miasto;18;Podkarpackie;Ustrzyki Dolne - miasto;18;Podkarpackie
1821034;1817011;80;Lesko - miasto;18;Podkarpackie;Sanok;18;Podkarpackie
1821034;1817074;41;Lesko - miasto;18;Podkarpackie;Zagórz - miasto;18;Podkarpackie
1821034;1821012;11;Lesko - miasto;18;Podkarpackie;Baligród;18;Podkarpackie
1821034;1821035;26;Lesko - miasto;18;Podkarpackie;Lesko - obszar wiejski;18;Podkarpackie
1821034;1821042;12;Lesko - miasto;18;Podkarpackie;Olszanica;18;Podkarpackie
1821034;1821052;25;Lesko - miasto;18;Podkarpackie;Solina;18;Podkarpackie
1821034;1863011;35;Lesko - miasto;18;Podkarpackie;Rzeszów;18;Podkarpackie
1821035;1817011;88;Lesko - obszar wiejski;18;Podkarpackie;Sanok;18;Podkarpackie
1821035;1817074;51;Lesko - obszar wiejski;18;Podkarpackie;Zagórz - miasto;18;Podkarpackie
1821035;1821012;29;Lesko - obszar wiejski;18;Podkarpackie;Baligród;18;Podkarpackie
1821035;1821034;324;Lesko - obszar wiejski;18;Podkarpackie;Lesko - miasto;18;Podkarpackie
1821035;1821042;22;Lesko - obszar wiejski;18;Podkarpackie;Olszanica;18;Podkarpackie
1821035;1821052;38;Lesko - obszar wiejski;18;Podkarpackie;Solina;18;Podkarpackie
1821035;1862011;17;Lesko - obszar wiejski;18;Podkarpackie;Przemyśl;18;Podkarpackie
1821035;1863011;86;Lesko - obszar wiejski;18;Podkarpackie;Rzeszów;18;Podkarpackie
1821042;1801084;55;Olszanica;18;Podkarpackie;Ustrzyki Dolne - miasto;18;Podkarpackie
1821042;1801085;16;Olszanica;18;Podkarpackie;Ustrzyki Dolne - obszar wiejski;18;Podkarpackie
1821042;1817011;46;Olszanica;18;Podkarpackie;Sanok;18;Podkarpackie
1821042;1817062;16;Olszanica;18;Podkarpackie;Tyrawa Wołoska;18;Podkarpackie
1821042;1817074;31;Olszanica;18;Podkarpackie;Zagórz - miasto;18;Podkarpackie
1821042;1821034;97;Olszanica;18;Podkarpackie;Lesko - miasto;18;Podkarpackie
1821042;1821035;13;Olszanica;18;Podkarpackie;Lesko - obszar wiejski;18;Podkarpackie
1821042;1821052;16;Olszanica;18;Podkarpackie;Solina;18;Podkarpackie
1821042;1863011;62;Olszanica;18;Podkarpackie;Rzeszów;18;Podkarpackie
1821052;1001042;10;Solina;18;Podkarpackie;Kleszczów;10;Łódzkie
1821052;1801084;19;Solina;18;Podkarpackie;Ustrzyki Dolne - miasto;18;Podkarpackie
1821052;1817011;52;Solina;18;Podkarpackie;Sanok;18;Podkarpackie
1821052;1817074;16;Solina;18;Podkarpackie;Zagórz - miasto;18;Podkarpackie
1821052;1821034;82;Solina;18;Podkarpackie;Lesko - miasto;18;Podkarpackie
1821052;1821035;18;Solina;18;Podkarpackie;Lesko - obszar wiejski;18;Podkarpackie
1821052;1861011;15;Solina;18;Podkarpackie;Krosno;18;Podkarpackie
1821052;1863011;28;Solina;18;Podkarpackie;Rzeszów;18;Podkarpackie
1861011;0264011;17;Krosno;18;Podkarpackie;Wrocław;02;Dolnośląskie
1861011;1203054;24;Krosno;18;Podkarpackie;Trzebinia - miasto;12;Małopolskie
1861011;1205011;12;Krosno;18;Podkarpackie;Gorlice;12;Małopolskie
1861011;1206162;15;Krosno;18;Podkarpackie;Zabierzów;12;Małopolskie
1861011;1261011;62;Krosno;18;Podkarpackie;Kraków;12;Małopolskie
1861011;1263011;14;Krosno;18;Podkarpackie;Tarnów;12;Małopolskie
1861011;1465011;107;Krosno;18;Podkarpackie;Warszawa;14;Mazowieckie
1861011;1802014;54;Krosno;18;Podkarpackie;Brzozów - miasto;18;Podkarpackie
1861011;1802052;10;Krosno;18;Podkarpackie;Jasienica Rosielna;18;Podkarpackie
1861011;1803042;10;Krosno;18;Podkarpackie;Dębica;18;Podkarpackie
1861011;1805011;146;Krosno;18;Podkarpackie;Jasło;18;Podkarpackie
1861011;1805042;12;Krosno;18;Podkarpackie;Jasło;18;Podkarpackie
1861011;1807012;84;Krosno;18;Podkarpackie;Chorkówka;18;Podkarpackie
1861011;1807024;36;Krosno;18;Podkarpackie;Dukla - miasto;18;Podkarpackie
1861011;1807025;41;Krosno;18;Podkarpackie;Dukla - obszar wiejski;18;Podkarpackie
1861011;1807034;112;Krosno;18;Podkarpackie;Iwonicz-Zdrój - miasto;18;Podkarpackie
1861011;1807035;102;Krosno;18;Podkarpackie;Iwonicz-Zdrój - obszar wiejski;18;Podkarpackie
1861011;1807044;90;Krosno;18;Podkarpackie;Jedlicze - miasto;18;Podkarpackie
1861011;1807045;44;Krosno;18;Podkarpackie;Jedlicze - obszar wiejski;18;Podkarpackie
1861011;1807052;109;Krosno;18;Podkarpackie;Korczyna;18;Podkarpackie
1861011;1807062;54;Krosno;18;Podkarpackie;Krościenko Wyżne;18;Podkarpackie
1861011;1807072;203;Krosno;18;Podkarpackie;Miejsce Piastowe;18;Podkarpackie
1861011;1807084;60;Krosno;18;Podkarpackie;Rymanów - miasto;18;Podkarpackie
1861011;1807085;71;Krosno;18;Podkarpackie;Rymanów - obszar wiejski;18;Podkarpackie
1861011;1807092;52;Krosno;18;Podkarpackie;Wojaszówka;18;Podkarpackie
1861011;1816132;14;Krosno;18;Podkarpackie;Trzebownisko;18;Podkarpackie
1861011;1817011;87;Krosno;18;Podkarpackie;Sanok;18;Podkarpackie
1861011;1817022;16;Krosno;18;Podkarpackie;Besko;18;Podkarpackie
1861011;1818011;10;Krosno;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1861011;1819044;10;Krosno;18;Podkarpackie;Strzyżów - miasto;18;Podkarpackie
1861011;1862011;22;Krosno;18;Podkarpackie;Przemyśl;18;Podkarpackie
1861011;1863011;450;Krosno;18;Podkarpackie;Rzeszów;18;Podkarpackie
1861011;1864011;18;Krosno;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1861011;3021072;11;Krosno;18;Podkarpackie;Komorniki;30;Wielkopolskie
1862011;0264011;38;Przemyśl;18;Podkarpackie;Wrocław;02;Dolnośląskie
1862011;0663011;10;Przemyśl;18;Podkarpackie;Lublin;06;Lubelskie
1862011;1261011;53;Przemyśl;18;Podkarpackie;Kraków;12;Małopolskie
1862011;1465011;112;Przemyśl;18;Podkarpackie;Warszawa;14;Mazowieckie
1862011;1661011;10;Przemyśl;18;Podkarpackie;Opole;16;Opolskie
1862011;1801085;31;Przemyśl;18;Podkarpackie;Ustrzyki Dolne - obszar wiejski;18;Podkarpackie
1862011;1804011;65;Przemyśl;18;Podkarpackie;Jarosław;18;Podkarpackie
1862011;1804021;23;Przemyśl;18;Podkarpackie;Radymno;18;Podkarpackie
1862011;1804082;33;Przemyśl;18;Podkarpackie;Radymno;18;Podkarpackie
1862011;1806024;14;Przemyśl;18;Podkarpackie;Kolbuszowa - miasto;18;Podkarpackie
1862011;1811011;11;Przemyśl;18;Podkarpackie;Mielec;18;Podkarpackie
1862011;1813012;19;Przemyśl;18;Podkarpackie;Bircza;18;Podkarpackie
1862011;1813022;16;Przemyśl;18;Podkarpackie;Dubiecko;18;Podkarpackie
1862011;1813032;19;Przemyśl;18;Podkarpackie;Fredropol;18;Podkarpackie
1862011;1813042;82;Przemyśl;18;Podkarpackie;Krasiczyn;18;Podkarpackie
1862011;1813052;11;Przemyśl;18;Podkarpackie;Krzywcza;18;Podkarpackie
1862011;1813062;77;Przemyśl;18;Podkarpackie;Medyka;18;Podkarpackie
1862011;1813072;91;Przemyśl;18;Podkarpackie;Orły;18;Podkarpackie
1862011;1813082;81;Przemyśl;18;Podkarpackie;Przemyśl;18;Podkarpackie
1862011;1813092;25;Przemyśl;18;Podkarpackie;Stubno;18;Podkarpackie
1862011;1813102;288;Przemyśl;18;Podkarpackie;Żurawica;18;Podkarpackie
1862011;1814011;12;Przemyśl;18;Podkarpackie;Przeworsk;18;Podkarpackie
1862011;1817011;29;Przemyśl;18;Podkarpackie;Sanok;18;Podkarpackie
1862011;1863011;629;Przemyśl;18;Podkarpackie;Rzeszów;18;Podkarpackie
1862011;2469011;23;Przemyśl;18;Podkarpackie;Katowice;24;Śląskie
1862011;2477011;22;Przemyśl;18;Podkarpackie;Tychy;24;Śląskie
1863011;0264011;103;Rzeszów;18;Podkarpackie;Wrocław;02;Dolnośląskie
1863011;0663011;25;Rzeszów;18;Podkarpackie;Lublin;06;Lubelskie
1863011;1061011;15;Rzeszów;18;Podkarpackie;Łódź;10;Łódzkie
1863011;1063011;15;Rzeszów;18;Podkarpackie;Skierniewice;10;Łódzkie
1863011;1206114;15;Rzeszów;18;Podkarpackie;Skawina - miasto;12;Małopolskie
1863011;1206162;23;Rzeszów;18;Podkarpackie;Zabierzów;12;Małopolskie
1863011;1218094;10;Rzeszów;18;Podkarpackie;Wadowice - miasto;12;Małopolskie
1863011;1261011;138;Rzeszów;18;Podkarpackie;Kraków;12;Małopolskie
1863011;1263011;21;Rzeszów;18;Podkarpackie;Tarnów;12;Małopolskie
1863011;1418044;98;Rzeszów;18;Podkarpackie;Piaseczno - miasto;14;Mazowieckie
1863011;1421021;17;Rzeszów;18;Podkarpackie;Pruszków;14;Mazowieckie
1863011;1465011;873;Rzeszów;18;Podkarpackie;Warszawa;14;Mazowieckie
1863011;1661011;15;Rzeszów;18;Podkarpackie;Opole;16;Opolskie
1863011;1802014;23;Rzeszów;18;Podkarpackie;Brzozów - miasto;18;Podkarpackie
1863011;1803011;81;Rzeszów;18;Podkarpackie;Dębica;18;Podkarpackie
1863011;1803042;32;Rzeszów;18;Podkarpackie;Dębica;18;Podkarpackie
1863011;1804011;62;Rzeszów;18;Podkarpackie;Jarosław;18;Podkarpackie
1863011;1805011;20;Rzeszów;18;Podkarpackie;Jasło;18;Podkarpackie
1863011;1806024;85;Rzeszów;18;Podkarpackie;Kolbuszowa - miasto;18;Podkarpackie
1863011;1806025;28;Rzeszów;18;Podkarpackie;Kolbuszowa - obszar wiejski;18;Podkarpackie
1863011;1806052;26;Rzeszów;18;Podkarpackie;Raniżów;18;Podkarpackie
1863011;1808011;28;Rzeszów;18;Podkarpackie;Leżajsk;18;Podkarpackie
1863011;1808042;11;Rzeszów;18;Podkarpackie;Leżajsk;18;Podkarpackie
1863011;1810011;201;Rzeszów;18;Podkarpackie;Łańcut;18;Podkarpackie
1863011;1810022;25;Rzeszów;18;Podkarpackie;Białobrzegi;18;Podkarpackie
1863011;1810032;34;Rzeszów;18;Podkarpackie;Czarna;18;Podkarpackie
1863011;1810042;90;Rzeszów;18;Podkarpackie;Łańcut;18;Podkarpackie
1863011;1811011;158;Rzeszów;18;Podkarpackie;Mielec;18;Podkarpackie
1863011;1814011;70;Rzeszów;18;Podkarpackie;Przeworsk;18;Podkarpackie
1863011;1814054;24;Rzeszów;18;Podkarpackie;Kańczuga - miasto;18;Podkarpackie
1863011;1815012;18;Rzeszów;18;Podkarpackie;Iwierzyce;18;Podkarpackie
1863011;1815022;13;Rzeszów;18;Podkarpackie;Ostrów;18;Podkarpackie
1863011;1815034;136;Rzeszów;18;Podkarpackie;Ropczyce - miasto;18;Podkarpackie
1863011;1815035;23;Rzeszów;18;Podkarpackie;Ropczyce - obszar wiejski;18;Podkarpackie
1863011;1815044;135;Rzeszów;18;Podkarpackie;Sędziszów Małopolski - miasto;18;Podkarpackie
1863011;1815045;21;Rzeszów;18;Podkarpackie;Sędziszów Małopolski - obszar wiejski;18;Podkarpackie
1863011;1816011;17;Rzeszów;18;Podkarpackie;Dynów;18;Podkarpackie
1863011;1816024;28;Rzeszów;18;Podkarpackie;Błażowa - miasto;18;Podkarpackie
1863011;1816025;20;Rzeszów;18;Podkarpackie;Błażowa - obszar wiejski;18;Podkarpackie
1863011;1816034;246;Rzeszów;18;Podkarpackie;Boguchwała - miasto;18;Podkarpackie
1863011;1816035;178;Rzeszów;18;Podkarpackie;Boguchwała - obszar wiejski;18;Podkarpackie
1863011;1816042;95;Rzeszów;18;Podkarpackie;Chmielnik;18;Podkarpackie
1863011;1816064;104;Rzeszów;18;Podkarpackie;Głogów Małopolski - miasto;18;Podkarpackie
1863011;1816065;837;Rzeszów;18;Podkarpackie;Głogów Małopolski - obszar wiejski;18;Podkarpackie
1863011;1816072;30;Rzeszów;18;Podkarpackie;Hyżne;18;Podkarpackie
1863011;1816082;24;Rzeszów;18;Podkarpackie;Kamień;18;Podkarpackie
1863011;1816092;279;Rzeszów;18;Podkarpackie;Krasne;18;Podkarpackie
1863011;1816102;48;Rzeszów;18;Podkarpackie;Lubenia;18;Podkarpackie
1863011;1816114;16;Rzeszów;18;Podkarpackie;Sokołów Małopolski - miasto;18;Podkarpackie
1863011;1816115;27;Rzeszów;18;Podkarpackie;Sokołów Małopolski - obszar wiejski;18;Podkarpackie
1863011;1816122;292;Rzeszów;18;Podkarpackie;Świlcza;18;Podkarpackie
1863011;1816132;1116;Rzeszów;18;Podkarpackie;Trzebownisko;18;Podkarpackie
1863011;1816144;206;Rzeszów;18;Podkarpackie;Tyczyn - miasto;18;Podkarpackie
1863011;1816145;76;Rzeszów;18;Podkarpackie;Tyczyn - obszar wiejski;18;Podkarpackie
1863011;1817011;53;Rzeszów;18;Podkarpackie;Sanok;18;Podkarpackie
1863011;1818011;40;Rzeszów;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1863011;1819012;59;Rzeszów;18;Podkarpackie;Czudec;18;Podkarpackie
1863011;1819032;28;Rzeszów;18;Podkarpackie;Niebylec;18;Podkarpackie
1863011;1819044;33;Rzeszów;18;Podkarpackie;Strzyżów - miasto;18;Podkarpackie
1863011;1820044;40;Rzeszów;18;Podkarpackie;Nowa Dęba - miasto;18;Podkarpackie
1863011;1861011;158;Rzeszów;18;Podkarpackie;Krosno;18;Podkarpackie
1863011;1862011;74;Rzeszów;18;Podkarpackie;Przemyśl;18;Podkarpackie
1863011;1864011;40;Rzeszów;18;Podkarpackie;Tarnobrzeg;18;Podkarpackie
1863011;2013011;36;Rzeszów;18;Podkarpackie;Wysokie Mazowieckie;20;Podlaskie
1863011;2262011;12;Rzeszów;18;Podkarpackie;Gdynia;22;Pomorskie
1863011;2466011;16;Rzeszów;18;Podkarpackie;Gliwice;24;Śląskie
1863011;2469011;109;Rzeszów;18;Podkarpackie;Katowice;24;Śląskie
1863011;2477011;18;Rzeszów;18;Podkarpackie;Tychy;24;Śląskie
1863011;2607011;36;Rzeszów;18;Podkarpackie;Ostrowiec Świętokrzyski;26;Świętokrzyskie
1863011;2661011;10;Rzeszów;18;Podkarpackie;Kielce;26;Świętokrzyskie
1863011;2814072;43;Rzeszów;18;Podkarpackie;Jonkowo;28;Warmińsko-mazurskie
1863011;3021072;14;Rzeszów;18;Podkarpackie;Komorniki;30;Wielkopolskie
1863011;3021084;18;Rzeszów;18;Podkarpackie;Kostrzyn - miasto;30;Wielkopolskie
1863011;3021095;12;Rzeszów;18;Podkarpackie;Kórnik - obszar wiejski;30;Wielkopolskie
1863011;3061011;16;Rzeszów;18;Podkarpackie;Kalisz;30;Wielkopolskie
1863011;3064011;22;Rzeszów;18;Podkarpackie;Poznań;30;Wielkopolskie
1864011;0264011;73;Tarnobrzeg;18;Podkarpackie;Wrocław;02;Dolnośląskie
1864011;0663011;38;Tarnobrzeg;18;Podkarpackie;Lublin;06;Lubelskie
1864011;0664011;25;Tarnobrzeg;18;Podkarpackie;Zamość;06;Lubelskie
1864011;0804011;18;Tarnobrzeg;18;Podkarpackie;Nowa Sól;08;Lubuskie
1864011;1206162;13;Tarnobrzeg;18;Podkarpackie;Zabierzów;12;Małopolskie
1864011;1261011;43;Tarnobrzeg;18;Podkarpackie;Kraków;12;Małopolskie
1864011;1263011;10;Tarnobrzeg;18;Podkarpackie;Tarnów;12;Małopolskie
1864011;1418032;40;Tarnobrzeg;18;Podkarpackie;Lesznowola;14;Mazowieckie
1864011;1465011;101;Tarnobrzeg;18;Podkarpackie;Warszawa;14;Mazowieckie
1864011;1803011;40;Tarnobrzeg;18;Podkarpackie;Dębica;18;Podkarpackie
1864011;1811011;68;Tarnobrzeg;18;Podkarpackie;Mielec;18;Podkarpackie
1864011;1811062;12;Tarnobrzeg;18;Podkarpackie;Padew Narodowa;18;Podkarpackie
1864011;1816132;10;Tarnobrzeg;18;Podkarpackie;Trzebownisko;18;Podkarpackie
1864011;1818011;376;Tarnobrzeg;18;Podkarpackie;Stalowa Wola;18;Podkarpackie
1864011;1818062;16;Tarnobrzeg;18;Podkarpackie;Zaleszany;18;Podkarpackie
1864011;1820014;30;Tarnobrzeg;18;Podkarpackie;Baranów Sandomierski - miasto;18;Podkarpackie
1864011;1820015;69;Tarnobrzeg;18;Podkarpackie;Baranów Sandomierski - obszar wiejski;18;Podkarpackie
1864011;1820022;223;Tarnobrzeg;18;Podkarpackie;Gorzyce;18;Podkarpackie
1864011;1820032;127;Tarnobrzeg;18;Podkarpackie;Grębów;18;Podkarpackie
1864011;1820044;205;Tarnobrzeg;18;Podkarpackie;Nowa Dęba - miasto;18;Podkarpackie
1864011;1820045;166;Tarnobrzeg;18;Podkarpackie;Nowa Dęba - obszar wiejski;18;Podkarpackie
1864011;1862011;18;Tarnobrzeg;18;Podkarpackie;Przemyśl;18;Podkarpackie
1864011;1863011;330;Tarnobrzeg;18;Podkarpackie;Rzeszów;18;Podkarpackie
1864011;2477011;14;Tarnobrzeg;18;Podkarpackie;Tychy;24;Śląskie
1864011;2609011;906;Tarnobrzeg;18;Podkarpackie;Sandomierz;26;Świętokrzyskie
1864011;2609022;21;Tarnobrzeg;18;Podkarpackie;Dwikozy;26;Świętokrzyskie
1864011;2609044;11;Tarnobrzeg;18;Podkarpackie;Koprzywnica - miasto;26;Świętokrzyskie
1864011;2609052;37;Tarnobrzeg;18;Podkarpackie;Łoniów;26;Świętokrzyskie
1864011;2609072;15;Tarnobrzeg;18;Podkarpackie;Samborzec;26;Świętokrzyskie
1864011;2612075;14;Tarnobrzeg;18;Podkarpackie;Staszów - obszar wiejski;26;Świętokrzyskie
1864011;2661011;34;Tarnobrzeg;18;Podkarpackie;Kielce;26;Świętokrzyskie
2001011;1434021;80;Augustów;20;Podlaskie;Marki;14;Mazowieckie
2001011;1465011;51;Augustów;20;Podlaskie;Warszawa;14;Mazowieckie
2001011;2001022;96;Augustów;20;Podlaskie;Augustów;20;Podlaskie
2001011;2001032;41;Augustów;20;Podlaskie;Bargłów Kościelny;20;Podlaskie
2001011;2001052;27;Augustów;20;Podlaskie;Nowinka;20;Podlaskie
2001011;2001062;20;Augustów;20;Podlaskie;Płaska;20;Podlaskie
2001011;2001072;15;Augustów;20;Podlaskie;Sztabin;20;Podlaskie
2001011;2004011;14;Augustów;20;Podlaskie;Grajewo;20;Podlaskie
2001011;2061011;103;Augustów;20;Podlaskie;Białystok;20;Podlaskie
2001011;2063011;122;Augustów;20;Podlaskie;Suwałki;20;Podlaskie
