Kod gminy miejsca zamieszkania;Kod gminy miejsca pracy;Liczba osób;Gmina miejsca zamieszkania;"Kod woj. miejsca zamieszkania";"Województwo miejsca zamieszkania";Gmina miejsca pracy;"Kod woj. miejsca pracy";"Województwo miejsca pracy"
0201011;0201022;189;Bolesławiec;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201011;0201032;56;Bolesławiec;02;Dolnośląskie;Gromadka;02;Dolnośląskie
0201011;0201044;65;Bolesławiec;02;Dolnośląskie;Nowogrodziec - miasto;02;Dolnośląskie
0201011;0201045;178;Bolesławiec;02;Dolnośląskie;Nowogrodziec - obszar wiejski;02;Dolnośląskie
0201011;0201052;93;Bolesławiec;02;Dolnośląskie;Osiecznica;02;Dolnośląskie
0201011;0201062;124;Bolesławiec;02;Dolnośląskie;Warta Bolesławiecka;02;Dolnośląskie
0201011;0209011;15;Bolesławiec;02;Dolnośląskie;Chojnów;02;Dolnośląskie
0201011;0210011;16;Bolesławiec;02;Dolnośląskie;Lubań;02;Dolnośląskie
0201011;0211011;33;Bolesławiec;02;Dolnośląskie;Lubin;02;Dolnośląskie
0201011;0212034;24;Bolesławiec;02;Dolnośląskie;Lwówek Śląski - miasto;02;Dolnośląskie
0201011;0212035;62;Bolesławiec;02;Dolnośląskie;Lwówek Śląski - obszar wiejski;02;Dolnośląskie
0201011;0216044;45;Bolesławiec;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0201011;0216045;31;Bolesławiec;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0201011;0223052;10;Bolesławiec;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0201011;0225021;29;Bolesławiec;02;Dolnośląskie;Zgorzelec;02;Dolnośląskie
0201011;0261011;14;Bolesławiec;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0201011;0262011;64;Bolesławiec;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201011;0264011;157;Bolesławiec;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201011;0265011;10;Bolesławiec;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0201011;0804011;17;Bolesławiec;02;Dolnośląskie;Nowa Sól;08;Lubuskie
0201011;0811021;10;Bolesławiec;02;Dolnośląskie;Żary;08;Lubuskie
0201011;1465011;134;Bolesławiec;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201022;0201011;1331;Bolesławiec;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201022;0201032;36;Bolesławiec;02;Dolnośląskie;Gromadka;02;Dolnośląskie
0201022;0201044;23;Bolesławiec;02;Dolnośląskie;Nowogrodziec - miasto;02;Dolnośląskie
0201022;0201045;49;Bolesławiec;02;Dolnośląskie;Nowogrodziec - obszar wiejski;02;Dolnośląskie
0201022;0201052;79;Bolesławiec;02;Dolnośląskie;Osiecznica;02;Dolnośląskie
0201022;0201062;54;Bolesławiec;02;Dolnośląskie;Warta Bolesławiecka;02;Dolnośląskie
0201022;0209022;10;Bolesławiec;02;Dolnośląskie;Chojnów;02;Dolnośląskie
0201022;0211011;12;Bolesławiec;02;Dolnośląskie;Lubin;02;Dolnośląskie
0201022;0212035;27;Bolesławiec;02;Dolnośląskie;Lwówek Śląski - obszar wiejski;02;Dolnośląskie
0201022;0216044;14;Bolesławiec;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0201022;0223052;10;Bolesławiec;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0201022;0225021;26;Bolesławiec;02;Dolnośląskie;Zgorzelec;02;Dolnośląskie
0201022;0261011;14;Bolesławiec;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0201022;0262011;25;Bolesławiec;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201022;0264011;180;Bolesławiec;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201022;1061011;14;Bolesławiec;02;Dolnośląskie;Łódź;10;Łódzkie
0201022;1465011;33;Bolesławiec;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201032;0201011;288;Gromadka;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201032;0201022;52;Gromadka;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201032;0201062;15;Gromadka;02;Dolnośląskie;Warta Bolesławiecka;02;Dolnośląskie
0201032;0209011;10;Gromadka;02;Dolnośląskie;Chojnów;02;Dolnośląskie
0201032;0211011;27;Gromadka;02;Dolnośląskie;Lubin;02;Dolnośląskie
0201032;0216014;26;Gromadka;02;Dolnośląskie;Chocianów - miasto;02;Dolnośląskie
0201032;0216044;65;Gromadka;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0201032;0216045;17;Gromadka;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0201032;0225021;12;Gromadka;02;Dolnośląskie;Zgorzelec;02;Dolnośląskie
0201032;0225052;13;Gromadka;02;Dolnośląskie;Sulików;02;Dolnośląskie
0201032;0262011;20;Gromadka;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201032;0264011;76;Gromadka;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201032;1061011;13;Gromadka;02;Dolnośląskie;Łódź;10;Łódzkie
0201032;1465011;14;Gromadka;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201032;3022055;12;Gromadka;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0201044;0201011;166;Nowogrodziec - miasto;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201044;0201022;18;Nowogrodziec - miasto;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201044;0201045;123;Nowogrodziec - miasto;02;Dolnośląskie;Nowogrodziec - obszar wiejski;02;Dolnośląskie
0201044;0201052;12;Nowogrodziec - miasto;02;Dolnośląskie;Osiecznica;02;Dolnośląskie
0201044;0210011;28;Nowogrodziec - miasto;02;Dolnośląskie;Lubań;02;Dolnośląskie
0201044;0264011;35;Nowogrodziec - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201044;1465011;14;Nowogrodziec - miasto;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201045;0201011;482;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201045;0201022;38;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201045;0201044;198;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Nowogrodziec - miasto;02;Dolnośląskie
0201045;0201052;44;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Osiecznica;02;Dolnośląskie
0201045;0201062;21;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Warta Bolesławiecka;02;Dolnośląskie
0201045;0210011;58;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Lubań;02;Dolnośląskie
0201045;0210042;11;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Lubań;02;Dolnośląskie
0201045;0225021;19;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Zgorzelec;02;Dolnośląskie
0201045;0225064;11;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Węgliniec - miasto;02;Dolnośląskie
0201045;0261011;11;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0201045;0262011;15;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201045;0264011;156;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201045;0265011;10;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0201045;1061011;11;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Łódź;10;Łódzkie
0201045;1465011;42;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201045;2477011;12;Nowogrodziec - obszar wiejski;02;Dolnośląskie;Tychy;24;Śląskie
0201052;0201011;199;Osiecznica;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201052;0201022;30;Osiecznica;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201052;0201045;26;Osiecznica;02;Dolnośląskie;Nowogrodziec - obszar wiejski;02;Dolnośląskie
0201052;0262011;11;Osiecznica;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201052;0264011;47;Osiecznica;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201062;0201011;621;Warta Bolesławiecka;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201062;0201022;46;Warta Bolesławiecka;02;Dolnośląskie;Bolesławiec;02;Dolnośląskie
0201062;0201032;91;Warta Bolesławiecka;02;Dolnośląskie;Gromadka;02;Dolnośląskie
0201062;0201045;10;Warta Bolesławiecka;02;Dolnośląskie;Nowogrodziec - obszar wiejski;02;Dolnośląskie
0201062;0201052;21;Warta Bolesławiecka;02;Dolnośląskie;Osiecznica;02;Dolnośląskie
0201062;0209011;11;Warta Bolesławiecka;02;Dolnośląskie;Chojnów;02;Dolnośląskie
0201062;0209022;16;Warta Bolesławiecka;02;Dolnośląskie;Chojnów;02;Dolnośląskie
0201062;0211011;23;Warta Bolesławiecka;02;Dolnośląskie;Lubin;02;Dolnośląskie
0201062;0212035;10;Warta Bolesławiecka;02;Dolnośląskie;Lwówek Śląski - obszar wiejski;02;Dolnośląskie
0201062;0216044;41;Warta Bolesławiecka;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0201062;0216045;17;Warta Bolesławiecka;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0201062;0225021;14;Warta Bolesławiecka;02;Dolnośląskie;Zgorzelec;02;Dolnośląskie
0201062;0225052;14;Warta Bolesławiecka;02;Dolnośląskie;Sulików;02;Dolnośląskie
0201062;0226021;12;Warta Bolesławiecka;02;Dolnośląskie;Złotoryja;02;Dolnośląskie
0201062;0262011;20;Warta Bolesławiecka;02;Dolnośląskie;Legnica;02;Dolnośląskie
0201062;0264011;88;Warta Bolesławiecka;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0201062;1061011;14;Warta Bolesławiecka;02;Dolnośląskie;Łódź;10;Łódzkie
0201062;1465011;38;Warta Bolesławiecka;02;Dolnośląskie;Warszawa;14;Mazowieckie
0201062;3064011;13;Warta Bolesławiecka;02;Dolnośląskie;Poznań;30;Wielkopolskie
0202011;0202021;1641;Bielawa;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202011;0202034;168;Bielawa;02;Dolnośląskie;Pieszyce - miasto;02;Dolnośląskie
0202011;0202041;34;Bielawa;02;Dolnośląskie;Piława Górna;02;Dolnośląskie
0202011;0202052;72;Bielawa;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202011;0202062;10;Bielawa;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202011;0219011;148;Bielawa;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202011;0219072;25;Bielawa;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202011;0221065;11;Bielawa;02;Dolnośląskie;Mieroszów - obszar wiejski;02;Dolnośląskie
0202011;0223045;33;Bielawa;02;Dolnośląskie;Kąty Wrocławskie - obszar wiejski;02;Dolnośląskie
0202011;0223052;511;Bielawa;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202011;0224054;21;Bielawa;02;Dolnośląskie;Ząbkowice Śląskie - miasto;02;Dolnośląskie
0202011;0262011;14;Bielawa;02;Dolnośląskie;Legnica;02;Dolnośląskie
0202011;0264011;542;Bielawa;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202011;0265011;118;Bielawa;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0202011;1261011;11;Bielawa;02;Dolnośląskie;Kraków;12;Małopolskie
0202011;1438025;17;Bielawa;02;Dolnośląskie;Mszczonów - obszar wiejski;14;Mazowieckie
0202011;1465011;52;Bielawa;02;Dolnośląskie;Warszawa;14;Mazowieckie
0202021;0202011;427;Dzierżoniów;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202021;0202034;216;Dzierżoniów;02;Dolnośląskie;Pieszyce - miasto;02;Dolnośląskie
0202021;0202041;57;Dzierżoniów;02;Dolnośląskie;Piława Górna;02;Dolnośląskie
0202021;0202052;116;Dzierżoniów;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202021;0202062;25;Dzierżoniów;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202021;0202074;24;Dzierżoniów;02;Dolnośląskie;Niemcza - miasto;02;Dolnośląskie
0202021;0202075;12;Dzierżoniów;02;Dolnośląskie;Niemcza - obszar wiejski;02;Dolnośląskie
0202021;0217044;16;Dzierżoniów;02;Dolnośląskie;Strzelin - miasto;02;Dolnośląskie
0202021;0219011;226;Dzierżoniów;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202021;0219021;11;Dzierżoniów;02;Dolnośląskie;Świebodzice;02;Dolnośląskie
0202021;0219072;29;Dzierżoniów;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202021;0221065;11;Dzierżoniów;02;Dolnośląskie;Mieroszów - obszar wiejski;02;Dolnośląskie
0202021;0223045;50;Dzierżoniów;02;Dolnośląskie;Kąty Wrocławskie - obszar wiejski;02;Dolnośląskie
0202021;0223052;460;Dzierżoniów;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202021;0224054;18;Dzierżoniów;02;Dolnośląskie;Ząbkowice Śląskie - miasto;02;Dolnośląskie
0202021;0261011;10;Dzierżoniów;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0202021;0262011;13;Dzierżoniów;02;Dolnośląskie;Legnica;02;Dolnośląskie
0202021;0264011;507;Dzierżoniów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202021;0265011;43;Dzierżoniów;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0202021;1261011;13;Dzierżoniów;02;Dolnośląskie;Kraków;12;Małopolskie
0202021;1465011;52;Dzierżoniów;02;Dolnośląskie;Warszawa;14;Mazowieckie
0202021;1661011;14;Dzierżoniów;02;Dolnośląskie;Opole;16;Opolskie
0202034;0202011;151;Pieszyce - miasto;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202034;0202021;549;Pieszyce - miasto;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202034;0202052;21;Pieszyce - miasto;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202034;0219011;54;Pieszyce - miasto;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202034;0219072;13;Pieszyce - miasto;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202034;0223052;59;Pieszyce - miasto;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202034;0264011;136;Pieszyce - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202034;0265011;25;Pieszyce - miasto;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0202034;1465011;16;Pieszyce - miasto;02;Dolnośląskie;Warszawa;14;Mazowieckie
0202035;0202021;32;Pieszyce - obszar wiejski;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202035;0264011;10;Pieszyce - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202041;0202011;47;Piława Górna;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202041;0202021;337;Piława Górna;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202041;0202034;19;Piława Górna;02;Dolnośląskie;Pieszyce - miasto;02;Dolnośląskie
0202041;0202052;16;Piława Górna;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202041;0202062;11;Piława Górna;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202041;0202075;11;Piława Górna;02;Dolnośląskie;Niemcza - obszar wiejski;02;Dolnośląskie
0202041;0219011;13;Piława Górna;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202041;0223052;159;Piława Górna;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202041;0224054;26;Piława Górna;02;Dolnośląskie;Ząbkowice Śląskie - miasto;02;Dolnośląskie
0202041;0226021;13;Piława Górna;02;Dolnośląskie;Złotoryja;02;Dolnośląskie
0202041;0264011;137;Piława Górna;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202041;0265011;11;Piława Górna;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0202052;0202011;171;Dzierżoniów;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202052;0202021;655;Dzierżoniów;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202052;0202034;51;Dzierżoniów;02;Dolnośląskie;Pieszyce - miasto;02;Dolnośląskie
0202052;0202041;11;Dzierżoniów;02;Dolnośląskie;Piława Górna;02;Dolnośląskie
0202052;0202062;15;Dzierżoniów;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202052;0202075;18;Dzierżoniów;02;Dolnośląskie;Niemcza - obszar wiejski;02;Dolnośląskie
0202052;0219011;153;Dzierżoniów;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202052;0219072;20;Dzierżoniów;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202052;0223052;73;Dzierżoniów;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202052;0264011;199;Dzierżoniów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202052;0265011;18;Dzierżoniów;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0202052;1465011;29;Dzierżoniów;02;Dolnośląskie;Warszawa;14;Mazowieckie
0202062;0202011;11;Łagiewniki;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202062;0202021;192;Łagiewniki;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202062;0202052;22;Łagiewniki;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202062;0202074;10;Łagiewniki;02;Dolnośląskie;Niemcza - miasto;02;Dolnośląskie
0202062;0219011;24;Łagiewniki;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0202062;0223032;17;Łagiewniki;02;Dolnośląskie;Jordanów Śląski;02;Dolnośląskie
0202062;0223044;10;Łagiewniki;02;Dolnośląskie;Kąty Wrocławskie - miasto;02;Dolnośląskie
0202062;0223045;37;Łagiewniki;02;Dolnośląskie;Kąty Wrocławskie - obszar wiejski;02;Dolnośląskie
0202062;0223052;326;Łagiewniki;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202062;0264011;354;Łagiewniki;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202062;1465011;27;Łagiewniki;02;Dolnośląskie;Warszawa;14;Mazowieckie
0202074;0202011;12;Niemcza - miasto;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202074;0202021;61;Niemcza - miasto;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202074;0202041;14;Niemcza - miasto;02;Dolnośląskie;Piława Górna;02;Dolnośląskie
0202074;0202062;11;Niemcza - miasto;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202074;0202075;12;Niemcza - miasto;02;Dolnośląskie;Niemcza - obszar wiejski;02;Dolnośląskie
0202074;0223052;81;Niemcza - miasto;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202074;0264011;105;Niemcza - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0202075;0202011;19;Niemcza - obszar wiejski;02;Dolnośląskie;Bielawa;02;Dolnośląskie
0202075;0202021;99;Niemcza - obszar wiejski;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202075;0202041;21;Niemcza - obszar wiejski;02;Dolnośląskie;Piława Górna;02;Dolnośląskie
0202075;0202052;10;Niemcza - obszar wiejski;02;Dolnośląskie;Dzierżoniów;02;Dolnośląskie
0202075;0202062;19;Niemcza - obszar wiejski;02;Dolnośląskie;Łagiewniki;02;Dolnośląskie
0202075;0202074;43;Niemcza - obszar wiejski;02;Dolnośląskie;Niemcza - miasto;02;Dolnośląskie
0202075;0223052;70;Niemcza - obszar wiejski;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0202075;0224054;12;Niemcza - obszar wiejski;02;Dolnośląskie;Ząbkowice Śląskie - miasto;02;Dolnośląskie
0202075;0264011;78;Niemcza - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203011;0203022;164;Głogów;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203011;0203032;117;Głogów;02;Dolnośląskie;Jerzmanowa;02;Dolnośląskie
0203011;0203042;34;Głogów;02;Dolnośląskie;Kotla;02;Dolnośląskie
0203011;0203052;26;Głogów;02;Dolnośląskie;Pęcław;02;Dolnośląskie
0203011;0203062;86;Głogów;02;Dolnośląskie;Żukowice;02;Dolnośląskie
0203011;0209052;25;Głogów;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0203011;0211011;716;Głogów;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203011;0211022;28;Głogów;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203011;0211032;95;Głogów;02;Dolnośląskie;Rudna;02;Dolnośląskie
0203011;0216015;21;Głogów;02;Dolnośląskie;Chocianów - obszar wiejski;02;Dolnośląskie
0203011;0216022;19;Głogów;02;Dolnośląskie;Gaworzyce;02;Dolnośląskie
0203011;0216032;63;Głogów;02;Dolnośląskie;Grębocice;02;Dolnośląskie
0203011;0216044;2607;Głogów;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203011;0216045;1057;Głogów;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203011;0216054;12;Głogów;02;Dolnośląskie;Przemków - miasto;02;Dolnośląskie
0203011;0216062;126;Głogów;02;Dolnośląskie;Radwanice;02;Dolnośląskie
0203011;0223052;23;Głogów;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0203011;0226062;20;Głogów;02;Dolnośląskie;Złotoryja;02;Dolnośląskie
0203011;0262011;84;Głogów;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203011;0264011;465;Głogów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203011;0265011;22;Głogów;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0203011;0804011;26;Głogów;02;Dolnośląskie;Nowa Sól;08;Lubuskie
0203011;0812014;23;Głogów;02;Dolnośląskie;Sława - miasto;08;Lubuskie
0203011;0812015;33;Głogów;02;Dolnośląskie;Sława - obszar wiejski;08;Lubuskie
0203011;0812024;17;Głogów;02;Dolnośląskie;Szlichtyngowa - miasto;08;Lubuskie
0203011;0812034;31;Głogów;02;Dolnośląskie;Wschowa - miasto;08;Lubuskie
0203011;0862011;25;Głogów;02;Dolnośląskie;Zielona Góra;08;Lubuskie
0203011;1261011;16;Głogów;02;Dolnośląskie;Kraków;12;Małopolskie
0203011;1465011;59;Głogów;02;Dolnośląskie;Warszawa;14;Mazowieckie
0203011;2462011;66;Głogów;02;Dolnośląskie;Bytom;24;Śląskie
0203011;2469011;23;Głogów;02;Dolnośląskie;Katowice;24;Śląskie
0203011;3021164;10;Głogów;02;Dolnośląskie;Swarzędz - miasto;30;Wielkopolskie
0203011;3031035;10;Głogów;02;Dolnośląskie;Krajenka - obszar wiejski;30;Wielkopolskie
0203011;3063011;46;Głogów;02;Dolnośląskie;Leszno;30;Wielkopolskie
0203011;3064011;25;Głogów;02;Dolnośląskie;Poznań;30;Wielkopolskie
0203022;0203011;593;Głogów;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203022;0203032;20;Głogów;02;Dolnośląskie;Jerzmanowa;02;Dolnośląskie
0203022;0211011;92;Głogów;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203022;0216032;10;Głogów;02;Dolnośląskie;Grębocice;02;Dolnośląskie
0203022;0216044;251;Głogów;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203022;0216045;85;Głogów;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203022;0216062;17;Głogów;02;Dolnośląskie;Radwanice;02;Dolnośląskie
0203022;0262011;16;Głogów;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203022;0264011;72;Głogów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203022;0812015;11;Głogów;02;Dolnośląskie;Sława - obszar wiejski;08;Lubuskie
0203032;0203011;356;Jerzmanowa;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203032;0203022;10;Jerzmanowa;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203032;0211011;91;Jerzmanowa;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203032;0211032;10;Jerzmanowa;02;Dolnośląskie;Rudna;02;Dolnośląskie
0203032;0216044;317;Jerzmanowa;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203032;0216045;163;Jerzmanowa;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203032;0216062;12;Jerzmanowa;02;Dolnośląskie;Radwanice;02;Dolnośląskie
0203032;0262011;20;Jerzmanowa;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203032;0264011;55;Jerzmanowa;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203032;1465011;10;Jerzmanowa;02;Dolnośląskie;Warszawa;14;Mazowieckie
0203042;0203011;358;Kotla;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203042;0203022;11;Kotla;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203042;0211011;36;Kotla;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203042;0216044;86;Kotla;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203042;0216045;27;Kotla;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203042;0262011;31;Kotla;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203042;0264011;40;Kotla;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203042;0812014;19;Kotla;02;Dolnośląskie;Sława - miasto;08;Lubuskie
0203042;0812015;44;Kotla;02;Dolnośląskie;Sława - obszar wiejski;08;Lubuskie
0203042;0862011;10;Kotla;02;Dolnośląskie;Zielona Góra;08;Lubuskie
0203052;0203011;156;Pęcław;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203052;0203022;12;Pęcław;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203052;0211011;15;Pęcław;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203052;0216044;58;Pęcław;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203052;0216045;21;Pęcław;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203052;0216062;10;Pęcław;02;Dolnośląskie;Radwanice;02;Dolnośląskie
0203052;0262011;12;Pęcław;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203052;0264011;22;Pęcław;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203062;0203011;240;Żukowice;02;Dolnośląskie;Głogów;02;Dolnośląskie
0203062;0211011;35;Żukowice;02;Dolnośląskie;Lubin;02;Dolnośląskie
0203062;0216044;111;Żukowice;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0203062;0216045;25;Żukowice;02;Dolnośląskie;Polkowice - obszar wiejski;02;Dolnośląskie
0203062;0216062;12;Żukowice;02;Dolnośląskie;Radwanice;02;Dolnośląskie
0203062;0262011;17;Żukowice;02;Dolnośląskie;Legnica;02;Dolnośląskie
0203062;0264011;37;Żukowice;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0203062;0804011;11;Żukowice;02;Dolnośląskie;Nowa Sól;08;Lubuskie
0203062;0804024;18;Żukowice;02;Dolnośląskie;Bytom Odrzański - miasto;08;Lubuskie
0204014;0203011;57;Góra - miasto;02;Dolnośląskie;Głogów;02;Dolnośląskie
0204014;0204015;75;Góra - miasto;02;Dolnośląskie;Góra - obszar wiejski;02;Dolnośląskie
