37873429,37872672,37871670,37870760,37870012,37869301,37868327,37867191,37865604,37864020,37862670,37861364,37860038,37858486,37856519,37854227,37851860,37849926,37847920,37845684,37842681,37838401,37833662,37828362,37824184,37819790,37814722,37808196,37800097,37792392,37782770,37774234,37766752,37757461,37747421,37735314,37721682,37708054,37696312,37686071,37669771,37650951,37630795,37609166,37587269,37570098,37554520,37535156,37510464,37483321,37456235,37428360,37403575,37381862,37356408,37331187,37308504,37284453,37258882,37237028
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11593,11746,12187,12645,13086,13411,13768,14282,15264,16230,16994,17769,18524,19306,20537,21850,23327,24441,25869,27441,29181,32242,35544,39684,42510,45970,50173,54740,61007,66395,73544,79542,85620,92862,99844,108463,119054,128251,136631,144144,156377,170696,184789,200759,216820,227524,235192,248756,264101,282156,297803,313494,329190,340722,354556,367133,378067,388468,398858,407841
64978,65582,66143,66595,66902,67288,67905,68527,69132,69750,70336,70867,71438,72208,72944,73923,74813,75633,76211,76875,78138,79357,80794,81954,83306,84240,85105,87064,88896,91213,93686,96224,97628,99677,102735,106223,109264,113695,117057,119785,123852,128353,134416,140075,145911,152378,160288,166088,175435,184523,195962,208146,217235,227416,239036,251680,263429,277079,292260,305131
